YEAR_PRD,MONTH_PRD,FUELTYPE,QTY
2003,MAR,Renewable Energy,107.232232
2003,MAY,Hydro Electricity,815.871
2003,MAY,Fuel Oil,293.332272
2003,MAY,Coal & Lignite,1565.8849400000001
2003,MAY,Natural Gas,7574.8250499999995
2003,MAY,Diesel,4.752
2003,MAY,Imported,174.739
2003,MAY,Renewable Energy,110.6692
2003,NOV,Hydro Electricity,612.745
2003,NOV,Fuel Oil,232.25508
2003,NOV,Coal & Lignite,1568.637608
2003,NOV,Natural Gas,7254.98481
2003,NOV,Diesel,19.722
2003,NOV,Imported,221.68
2003,NOV,Renewable Energy,75.11657600000001
2003,OCT,Hydro Electricity,388.326
2003,OCT,Fuel Oil,271.64884
2003,OCT,Coal & Lignite,1406.871743
2003,OCT,Natural Gas,7817.93321
2003,OCT,Diesel,10.983
2003,OCT,Imported,298.834
2003,OCT,Renewable Energy,71.84444700000002
2003,SEP,Hydro Electricity,353.666
2003,SEP,Fuel Oil,357.86832
2003,SEP,Coal & Lignite,1466.9928579999998
2003,SEP,Natural Gas,7399.123030000001
2003,SEP,Diesel,8.051
2003,SEP,Imported,284.298
2003,SEP,Renewable Energy,91.81716
2004,APR,Hydro Electricity,620.529
2004,APR,Fuel Oil,527.045256
2004,APR,Coal & Lignite,1582.52317
2004,APR,Natural Gas,7591.44379
2004,APR,Diesel,16.151
2004,APR,Imported,310.092
2004,APR,Renewable Energy,128.846673
2004,AUG,Hydro Electricity,374.244
2004,AUG,Fuel Oil,430.331952
2004,AUG,Coal & Lignite,1665.432596
2004,AUG,Natural Gas,7971.603800000001
2004,AUG,Diesel,2.526
2004,AUG,Imported,382.178
2004,AUG,Renewable Energy,96.65086500000001
2004,DEC,Hydro Electricity,501.336
2004,DEC,Fuel Oil,234.49567
2004,DEC,Coal & Lignite,1782.067256
2004,DEC,Natural Gas,6935.434831
2004,DEC,Diesel,3.356
2004,DEC,Imported,254.498
2004,DEC,Renewable Energy,201.367619
2004,FEB,Hydro Electricity,579.454
2004,FEB,Fuel Oil,336.377596
2004,FEB,Coal & Lignite,1634.0183379999999
2004,FEB,Natural Gas,6580.0525800000005
2004,FEB,Diesel,142.936
2004,FEB,Imported,182.149
2004,FEB,Renewable Energy,131.040818
2004,JAN,Hydro Electricity,566.563
2004,JAN,Fuel Oil,367.85301599999997
2004,JAN,Coal & Lignite,1796.957242
2004,JAN,Natural Gas,6535.61385
2004,JAN,Diesel,37.412
2004,JAN,Imported,151.658
2004,JAN,Renewable Energy,130.13743599999998
2004,JUL,Hydro Electricity,417.505
2004,JUL,Fuel Oil,633.089916
2004,JUL,Coal & Lignite,1623.903352
2004,JUL,Natural Gas,7967.66697
2004,JUL,Diesel,2.477
2004,JUL,Imported,361.387
2004,JUL,Renewable Energy,101.619412
2004,JUN,Hydro Electricity,286.088
2004,JUN,Fuel Oil,528.973436
2004,JUN,Coal & Lignite,1866.466993
2004,JUN,Natural Gas,7569.8802
2004,JUN,Diesel,1.121
2004,JUN,Imported,282.325
2004,JUN,Renewable Energy,113.59117
2004,MAR,Hydro Electricity,704.088
2004,MAR,Fuel Oil,683.9217600000001
2004,MAR,Coal & Lignite,1576.762162
2004,MAR,Natural Gas,7953.72999
2004,MAR,Diesel,12.128
2004,MAR,Imported,148.301
2004,MAR,Renewable Energy,122.709382
2004,MAY,Hydro Electricity,400.861
2004,MAY,Fuel Oil,742.651444
2004,MAY,Coal & Lignite,1870.3044180000002
2004,MAY,Natural Gas,7815.15899
2004,MAY,Diesel,7.809
2004,MAY,Imported,216.585
2004,MAY,Renewable Energy,123.00896399999999
2004,NOV,Hydro Electricity,611.65
2004,NOV,Fuel Oil,341.28679
2004,NOV,Coal & Lignite,1615.87807
2004,NOV,Natural Gas,7627.171938
2004,NOV,Diesel,2.384
2004,NOV,Imported,352.356
2004,NOV,Renewable Energy,202.233476
2004,OCT,Hydro Electricity,434.266
2004,OCT,Fuel Oil,454.68467
2004,OCT,Coal & Lignite,1653.597694
2004,OCT,Natural Gas,7923.651878000001
2004,OCT,Diesel,0.969
2004,OCT,Imported,373.341
2004,OCT,Renewable Energy,218.019975
2004,SEP,Hydro Electricity,399.71
2004,SEP,Fuel Oil,349.13602000000003
2004,SEP,Coal & Lignite,1736.567777
2004,SEP,Natural Gas,7817.64226
2004,SEP,Diesel,3.68
2004,SEP,Imported,362.984
2004,SEP,Renewable Energy,110.516579
2005,APR,Hydro Electricity,558.81
2005,APR,Fuel Oil,861.586826
2005,APR,Coal & Lignite,1706.6002720000001
2005,APR,Natural Gas,7676.46322
2005,APR,Diesel,42.594
2005,APR,Imported,311.016
2005,APR,Renewable Energy,144.1061
2005,AUG,Hydro Electricity,272.309
2005,AUG,Fuel Oil,634.0121320000001
2005,AUG,Coal & Lignite,1733.893719
2005,AUG,Natural Gas,8202.29487
2005,AUG,Diesel,3.582
2005,AUG,Imported,489.889
2005,AUG,Renewable Energy,134.493809
2005,DEC,Hydro Electricity,538.147
2005,DEC,Fuel Oil,365.029426
2005,DEC,Coal & Lignite,1768.3649540000001
2005,DEC,Natural Gas,7119.365768000001
2005,DEC,Diesel,1.855
2005,DEC,Imported,400.927
2005,DEC,Renewable Energy,140.34714099999997
2005,FEB,Hydro Electricity,634.716
2005,FEB,Fuel Oil,586.170892
2005,FEB,Coal & Lignite,1405.497212
2005,FEB,Natural Gas,7351.06654
2005,FEB,Diesel,26.311
2005,FEB,Imported,193.955
2005,FEB,Renewable Energy,163.708583
2005,JAN,Hydro Electricity,574.425
2005,JAN,Fuel Oil,245.91872
2005,JAN,Coal & Lignite,1649.300951
2005,JAN,Natural Gas,7271.004517
2005,JAN,Diesel,11.083
2005,JAN,Imported,234.066
2005,JAN,Renewable Energy,241.69109
2005,JUL,Hydro Electricity,338.344
2005,JUL,Fuel Oil,625.5318579999999
2005,JUL,Coal & Lignite,1833.89824
2005,JUL,Natural Gas,8047.26175
2005,JUL,Diesel,2.193
2005,JUL,Imported,434.848
2005,JUL,Renewable Energy,137.538541
2005,JUN,Hydro Electricity,427.05
2005,JUN,Fuel Oil,683.6966080000001
2005,JUN,Coal & Lignite,1859.7931059999999
2005,JUN,Natural Gas,8117.14056
2005,JUN,Diesel,5.147
2005,JUN,Imported,409.149
2005,JUN,Renewable Energy,135.254778
2005,MAR,Hydro Electricity,635.748
2005,MAR,Fuel Oil,732.409608
2005,MAR,Coal & Lignite,1798.1876109999998
2005,MAR,Natural Gas,8215.16984
2005,MAR,Diesel,9.492
2005,MAR,Imported,304.439
2005,MAR,Renewable Energy,177.87104
2005,MAY,Hydro Electricity,571.589
2005,MAY,Fuel Oil,836.67379
2005,MAY,Coal & Lignite,1766.7995879999999
2005,MAY,Natural Gas,8709.35498
2005,MAY,Diesel,36.85
2005,MAY,Imported,282.501
2005,MAY,Renewable Energy,149.713409
2005,NOV,Hydro Electricity,452.166
2005,NOV,Fuel Oil,383.11465
2005,NOV,Coal & Lignite,1777.964455
2005,NOV,Natural Gas,7866.012181
2005,NOV,Diesel,1.796
2005,NOV,Imported,440.681
2005,NOV,Renewable Energy,102.07844200000001
2005,OCT,Hydro Electricity,382.632
2005,OCT,Fuel Oil,932.578756
2005,OCT,Coal & Lignite,1708.584104
2005,OCT,Natural Gas,8025.5183
2005,OCT,Diesel,5.493
2005,OCT,Imported,376.636
2005,OCT,Renewable Energy,114.420277
2005,SEP,Hydro Electricity,285.245
2005,SEP,Fuel Oil,844.3174660000001
2005,SEP,Coal & Lignite,1605.4204419999999
2005,SEP,Natural Gas,7866.96994
2005,SEP,Diesel,30.452
2005,SEP,Imported,493.778
2005,SEP,Renewable Energy,124.006097
2006,APR,Hydro Electricity,661.971
2006,APR,Fuel Oil,810.60293
2006,APR,Coal & Lignite,1731.951195
2006,APR,Natural Gas,7827.542709
2006,APR,Diesel,9.975
2006,APR,Imported,409.014
2006,APR,Renewable Energy,176.41174600000002
2006,AUG,Hydro Electricity,667.715
2006,AUG,Fuel Oil,593.414238
2006,AUG,Coal & Lignite,2209.809809
2006,AUG,Natural Gas,8067.034485
2006,AUG,Diesel,2.428
2006,AUG,Imported,511.427
2006,AUG,Renewable Energy,181.35724899999997
2006,DEC,Hydro Electricity,742.666
2006,DEC,Fuel Oil,101.517834
2006,DEC,Coal & Lignite,2334.294623
2006,DEC,Natural Gas,7351.116343
2006,DEC,Diesel,0.991
2006,DEC,Imported,390.292
2006,DEC,Renewable Energy,182.77150500000002
2006,FEB,Hydro Electricity,683.335
2006,FEB,Fuel Oil,1271.690062
2006,FEB,Coal & Lignite,1458.10025
2006,FEB,Natural Gas,6813.991013000001
2006,FEB,Diesel,10.863
2006,FEB,Imported,366.694
2006,FEB,Renewable Energy,164.069844
2006,JAN,Hydro Electricity,629.125
2006,JAN,Fuel Oil,540.717864
2006,JAN,Coal & Lignite,1681.4418699999999
2006,JAN,Natural Gas,7335.652969999999
2006,JAN,Diesel,3.396
2006,JAN,Imported,377.456
2006,JAN,Renewable Energy,189.00935400000003
2006,JUL,Hydro Electricity,541.743
2006,JUL,Fuel Oil,973.595306
2006,JUL,Coal & Lignite,2010.547929
2006,JUL,Natural Gas,8084.406616
2006,JUL,Diesel,1.056
2006,JUL,Imported,496.196
2006,JUL,Renewable Energy,164.96801100000002
2006,JUN,Hydro Electricity,516.006
2006,JUN,Fuel Oil,1122.24898
2006,JUN,Coal & Lignite,1998.356454
2006,JUN,Natural Gas,7985.80043
2006,JUN,Diesel,2.356
2006,JUN,Imported,437.643
2006,JUN,Renewable Energy,118.25778700000001
2006,MAR,Hydro Electricity,756.242
2006,MAR,Fuel Oil,1018.207718
2006,MAR,Coal & Lignite,1676.3664290000002
2006,MAR,Natural Gas,8573.072352000001
2006,MAR,Diesel,37.429
2006,MAR,Imported,449.858
2006,MAR,Renewable Energy,208.863571
2006,MAY,Hydro Electricity,535.934
2006,MAY,Fuel Oil,860.924422
2006,MAY,Coal & Lignite,2043.8933889999998
2006,MAY,Natural Gas,8544.187163999999
2006,MAY,Diesel,3.298
2006,MAY,Imported,294.487
2006,MAY,Renewable Energy,153.68519899999998
2006,NOV,Hydro Electricity,663.127
2006,NOV,Fuel Oil,120.41685199999999
2006,NOV,Coal & Lignite,2503.036292
2006,NOV,Natural Gas,8023.881754
2006,NOV,Diesel,0.704
2006,NOV,Imported,478.716
2006,NOV,Renewable Energy,135.418914
2006,OCT,Hydro Electricity,846.2
2006,OCT,Fuel Oil,136.19386
2006,OCT,Coal & Lignite,2476.186634
2006,OCT,Natural Gas,7954.942198
2006,OCT,Diesel,0.609
2006,OCT,Imported,434.085
2006,OCT,Renewable Energy,160.40149699999998
2006,SEP,Hydro Electricity,705.986
2006,SEP,Fuel Oil,287.25912999999997
2006,SEP,Coal & Lignite,2344.394678
2006,SEP,Natural Gas,7876.828326
2006,SEP,Diesel,3.817
2006,SEP,Imported,505.986
2006,SEP,Renewable Energy,160.90302200000002
2007,APR,Hydro Electricity,732.705
2007,APR,Fuel Oil,295.126874
2007,APR,Coal & Lignite,2587.084794
2007,APR,Natural Gas,8001.947276999999
2007,APR,Diesel,4.933
2007,APR,Imported,365.275
2007,APR,Renewable Energy,227.41789699999998
2007,AUG,Hydro Electricity,644.381
2007,AUG,Fuel Oil,429.558496
2007,AUG,Coal & Lignite,2579.858436
2007,AUG,Natural Gas,8554.81963
2007,AUG,Diesel,2.448
2007,AUG,Imported,335.659
2007,AUG,Renewable Energy,187.841126
2007,DEC,Hydro Electricity,761.182
2007,DEC,Fuel Oil,452.785
2007,DEC,Coal & Lignite,2238.168654
2007,DEC,Natural Gas,7794.6782220000005
2007,DEC,Diesel,3.236
2007,DEC,Imported,418.368
2007,DEC,Renewable Energy,198.480324
2007,FEB,Hydro Electricity,777.031
2007,FEB,Fuel Oil,107.039714
2007,FEB,Coal & Lignite,2481.475121
2007,FEB,Natural Gas,7042.4461790000005
2007,FEB,Diesel,1.916
2007,FEB,Imported,278.82
2007,FEB,Renewable Energy,214.568313
2007,JAN,Hydro Electricity,754.107
2007,JAN,Fuel Oil,19.919431999999997
2007,JAN,Coal & Lignite,2587.882068
2007,JAN,Natural Gas,7315.043858
2007,JAN,Diesel,2.131
2007,JAN,Imported,335.497
2007,JAN,Renewable Energy,244.763252
2007,JUL,Hydro Electricity,705.674
2007,JUL,Fuel Oil,33.193488
2007,JUL,Coal & Lignite,2759.544358
2007,JUL,Natural Gas,8457.310532
2007,JUL,Diesel,2.816
2007,JUL,Imported,422.916
2007,JUL,Renewable Energy,195.51755699999998
2007,JUN,Hydro Electricity,677.785
2007,JUN,Fuel Oil,278.15542
2007,JUN,Coal & Lignite,2656.6271500000003
2007,JUN,Natural Gas,8621.458083000001
2007,JUN,Diesel,2.519
2007,JUN,Imported,333.761
2007,JUN,Renewable Energy,197.365766
2007,MAR,Hydro Electricity,844.966
2007,MAR,Fuel Oil,268.15283999999997
2007,MAR,Coal & Lignite,2679.405536
2007,MAR,Natural Gas,8829.521519
2007,MAR,Diesel,1.26
2007,MAR,Imported,386.005
2007,MAR,Renewable Energy,252.884214
2007,MAY,Hydro Electricity,540.524
2007,MAY,Fuel Oil,207.888302
2007,MAY,Coal & Lignite,2613.367628
2007,MAY,Natural Gas,8681.213512
2007,MAY,Diesel,1.964
2007,MAY,Imported,400.039
2007,MAY,Renewable Energy,217.564908
2007,NOV,Hydro Electricity,552.933
2007,NOV,Fuel Oil,221.468
2007,NOV,Coal & Lignite,2368.203997
2007,NOV,Natural Gas,7847.089784
2007,NOV,Diesel,1.813
2007,NOV,Imported,435.945
2007,NOV,Renewable Energy,151.361909
2007,OCT,Hydro Electricity,439.721
2007,OCT,Fuel Oil,437.098952
2007,OCT,Coal & Lignite,2644.250846
2007,OCT,Natural Gas,8278.434966
2007,OCT,Diesel,2.116
2007,OCT,Imported,502.59
2007,OCT,Renewable Energy,175.084006
2007,SEP,Hydro Electricity,530.348
2007,SEP,Fuel Oil,238.25959799999998
2007,SEP,Coal & Lignite,2685.243759
2007,SEP,Natural Gas,8819.507071
2007,SEP,Diesel,1.086
2007,SEP,Imported,273.483
2007,SEP,Renewable Energy,171.86246599999998
2008,APR,Hydro Electricity,824.427
2008,APR,Fuel Oil,344.63064
2008,APR,Coal & Lignite,2780.01118
2008,APR,Natural Gas,8181.950588
2008,APR,Diesel,5.975
2008,APR,Imported,260.317
2008,APR,Renewable Energy,194.647495
2008,AUG,Hydro Electricity,436.718
2008,AUG,Fuel Oil,4.541592
2008,AUG,Coal & Lignite,2514.746148
2008,AUG,Natural Gas,9641.281555
2008,AUG,Diesel,1.292
2008,AUG,Imported,271.387
2008,AUG,Renewable Energy,168.79037100000002
2008,DEC,Hydro Electricity,626.112
2008,DEC,Fuel Oil,2.701504
2008,DEC,Coal & Lignite,2261.605686
2008,DEC,Natural Gas,7341.047469000001
2008,DEC,Diesel,1.372
2008,DEC,Imported,138.023
2008,DEC,Renewable Energy,167.884186
2008,FEB,Hydro Electricity,714.014
2008,FEB,Fuel Oil,95.989
2008,FEB,Coal & Lignite,2533.468385
2008,FEB,Natural Gas,7817.421619000001
2008,FEB,Diesel,1.321
2008,FEB,Imported,170.173
2008,FEB,Renewable Energy,198.566456
2008,JAN,Hydro Electricity,739.385
2008,JAN,Fuel Oil,2.54
2008,JAN,Coal & Lignite,2623.58396
2008,JAN,Natural Gas,7950.281067
2008,JAN,Diesel,2.057
2008,JAN,Imported,342.253
2008,JAN,Renewable Energy,221.005796
2008,JUL,Hydro Electricity,520.522
2008,JUL,Fuel Oil,4.147704
2008,JUL,Coal & Lignite,2498.4287830000003
2008,JUL,Natural Gas,9590.386107
2008,JUL,Diesel,1.424
2008,JUL,Imported,275.81
2008,JUL,Renewable Energy,179.783562
2008,JUN,Hydro Electricity,530.028
2008,JUN,Fuel Oil,4.284
2008,JUN,Coal & Lignite,2603.5719849999996
2008,JUN,Natural Gas,9243.194406999999
2008,JUN,Diesel,1.817
2008,JUN,Imported,227.364
2008,JUN,Renewable Energy,174.376207
2008,MAR,Hydro Electricity,823.863
2008,MAR,Fuel Oil,449.244
2008,MAR,Coal & Lignite,2698.223838
2008,MAR,Natural Gas,8954.575709
2008,MAR,Diesel,2.636
2008,MAR,Imported,152.479
2008,MAR,Renewable Energy,206.740812
2008,MAY,Hydro Electricity,542.474
2008,MAY,Fuel Oil,95.725528
2008,MAY,Coal & Lignite,2730.874569
2008,MAY,Natural Gas,9342.356518999999
2008,MAY,Diesel,1.014
2008,MAY,Imported,167.29
2008,MAY,Renewable Energy,178.14339399999997
2008,NOV,Hydro Electricity,428.336
2008,NOV,Fuel Oil,2.917098
2008,NOV,Coal & Lignite,2417.589355
2008,NOV,Natural Gas,8194.622183
2008,NOV,Diesel,1.295
2008,NOV,Imported,183.027
2008,NOV,Renewable Energy,119.857027
2008,OCT,Hydro Electricity,376.447
2008,OCT,Fuel Oil,3.836828
2008,OCT,Coal & Lignite,2593.7889189999996
2008,OCT,Natural Gas,9301.842434
2008,OCT,Diesel,1.28
2008,OCT,Imported,268.448
2008,OCT,Renewable Energy,171.966192
2008,SEP,Hydro Electricity,388.364
2008,SEP,Fuel Oil,6.248872
2008,SEP,Coal & Lignite,2581.7470940000003
2008,SEP,Natural Gas,8898.961308
2008,SEP,Diesel,1.799
2008,SEP,Imported,327.002
2008,SEP,Renewable Energy,169.25996899999998
2009,APR,Hydro Electricity,718.984
2009,APR,Fuel Oil,2.489016
2009,APR,Coal & Lignite,2579.322352
2009,APR,Natural Gas,8579.835954
2009,APR,Diesel,8.242
2009,APR,Imported,108.284
2009,APR,Renewable Energy,168.052438
2009,AUG,Hydro Electricity,584.436
2009,AUG,Fuel Oil,152.47227600000002
2009,AUG,Coal & Lignite,2547.782291
2009,AUG,Natural Gas,9417.869056
2009,AUG,Diesel,0.434
2009,AUG,Imported,275.083
2009,AUG,Renewable Energy,179.613221
2009,DEC,Hydro Electricity,732.772
2009,DEC,Fuel Oil,41.541830000000004
2009,DEC,Coal & Lignite,2194.869037
2009,DEC,Natural Gas,8795.379648
2009,DEC,Diesel,3.826
2009,DEC,Imported,277.762
2009,DEC,Renewable Energy,192.216947
2009,FEB,Hydro Electricity,715.348
2009,FEB,Fuel Oil,2.762794
2009,FEB,Coal & Lignite,2280.617187
2009,FEB,Natural Gas,7680.213357
2009,FEB,Diesel,1.011
2009,FEB,Imported,106.098
2009,FEB,Renewable Energy,308.13460200000003
2009,JAN,Hydro Electricity,742.812
2009,JAN,Fuel Oil,36.210276
2009,JAN,Coal & Lignite,2688.467512
2009,JAN,Natural Gas,6572.126107
2009,JAN,Diesel,1.249
2009,JAN,Imported,171.113
2009,JAN,Renewable Energy,197.362209
2009,JUL,Hydro Electricity,368.54
2009,JUL,Fuel Oil,4.551672
2009,JUL,Coal & Lignite,2734.530936
2009,JUL,Natural Gas,9262.071536
2009,JUL,Diesel,1.943
2009,JUL,Imported,236.854
2009,JUL,Renewable Energy,194.764947
2009,JUN,Hydro Electricity,367.899
2009,JUN,Fuel Oil,9.652624
2009,JUN,Coal & Lignite,2664.167116
2009,JUN,Natural Gas,9273.553772
2009,JUN,Diesel,1.165
2009,JUN,Imported,182.692
2009,JUN,Renewable Energy,173.22676
2009,MAR,Hydro Electricity,810.435
2009,MAR,Fuel Oil,2.540134
2009,MAR,Coal & Lignite,2584.955862
2009,MAR,Natural Gas,9168.347062
2009,MAR,Diesel,12.907
2009,MAR,Imported,130.432
2009,MAR,Renewable Energy,189.797167
2009,MAY,Hydro Electricity,539.557
2009,MAY,Fuel Oil,4.151812
2009,MAY,Coal & Lignite,2623.5337710000003
2009,MAY,Natural Gas,9283.291566
2009,MAY,Diesel,6.781
2009,MAY,Imported,147.446
2009,MAY,Renewable Energy,177.19449899999998
2009,NOV,Hydro Electricity,516.949
2009,NOV,Fuel Oil,32.957078
2009,NOV,Coal & Lignite,2143.0883
2009,NOV,Natural Gas,9086.124972
2009,NOV,Diesel,2.796
2009,NOV,Imported,336.007
2009,NOV,Renewable Energy,154.767121
2009,OCT,Hydro Electricity,476.091
2009,OCT,Fuel Oil,183.67271799999997
2009,OCT,Coal & Lignite,2281.191519
2009,OCT,Natural Gas,9738.345998
2009,OCT,Diesel,1.802
2009,OCT,Imported,273.762
2009,OCT,Renewable Energy,158.065009
2009,SEP,Hydro Electricity,391.913
2009,SEP,Fuel Oil,5.806538
2009,SEP,Coal & Lignite,2485.537012
2009,SEP,Natural Gas,9486.151247
2009,SEP,Diesel,2.915
2009,SEP,Imported,205.877
2009,SEP,Renewable Energy,172.51933799999998
2010,APR,Hydro Electricity,512.757
2010,APR,Fuel Oil,19.00809
2010,APR,Coal & Lignite,2671.7805319999998
2010,APR,Natural Gas,9750.902334
2010,APR,Diesel,3.169
2010,APR,Imported,741.429
2010,APR,Renewable Energy,332.701141
2010,AUG,Hydro Electricity,340.785
2010,AUG,Fuel Oil,56.064192
2010,AUG,Coal & Lignite,2647.256101
2010,AUG,Natural Gas,9761.264867
2010,AUG,Diesel,1.78
2010,AUG,Imported,768.501
2010,AUG,Renewable Energy,233.28135299999997
2010,DEC,Hydro Electricity,450.277
2010,DEC,Fuel Oil,25.256706
2010,DEC,Coal & Lignite,2006.4984559999998
2010,DEC,Natural Gas,9740.437472000001
2010,DEC,Diesel,3.418
2010,DEC,Imported,423.471
2010,DEC,Renewable Energy,305.725002
2010,FEB,Hydro Electricity,638.585
2010,FEB,Fuel Oil,5.498138
2010,FEB,Coal & Lignite,2335.242832
2010,FEB,Natural Gas,9265.130892
2010,FEB,Diesel,4.432
2010,FEB,Imported,143.127
2010,FEB,Renewable Energy,322.337165
2010,JAN,Hydro Electricity,618.823
2010,JAN,Fuel Oil,18.308738
2010,JAN,Coal & Lignite,2648.717854
2010,JAN,Natural Gas,8883.912628
2010,JAN,Diesel,2.711
2010,JAN,Imported,164.141
2010,JAN,Renewable Energy,357.744412
2010,JUL,Hydro Electricity,334.902
2010,JUL,Fuel Oil,170.02018900000002
2010,JUL,Coal & Lignite,2488.4647109999996
2010,JUL,Natural Gas,10238.2475
2010,JUL,Diesel,7.687
2010,JUL,Imported,801.08
2010,JUL,Renewable Energy,252.88169599999998
2010,JUN,Hydro Electricity,415.507
2010,JUN,Fuel Oil,23.219022
2010,JUN,Coal & Lignite,2490.842544
2010,JUN,Natural Gas,10327.311497
2010,JUN,Diesel,2.561
2010,JUN,Imported,789.052
2010,JUN,Renewable Energy,275.51474699999994
2010,MAR,Hydro Electricity,769.184
2010,MAR,Fuel Oil,155.18202399999998
2010,MAR,Coal & Lignite,2724.347536
2010,MAR,Natural Gas,10044.719811
2010,MAR,Diesel,5.05
2010,MAR,Imported,568.333
2010,MAR,Renewable Energy,366.17500599999994
2010,MAY,Hydro Electricity,520.918
2010,MAY,Fuel Oil,53.543802
2010,MAY,Coal & Lignite,2731.5416960000002
2010,MAY,Natural Gas,10583.453922
2010,MAY,Diesel,2.787
2010,MAY,Imported,791.993
2010,MAY,Renewable Energy,302.065454
2010,NOV,Hydro Electricity,328.707
2010,NOV,Fuel Oil,1.929538
2010,NOV,Coal & Lignite,2256.9279930000002
2010,NOV,Natural Gas,9694.455994
2010,NOV,Diesel,2.868
2010,NOV,Imported,486.988
2010,NOV,Renewable Energy,206.85765
2010,OCT,Hydro Electricity,170.852
2010,OCT,Fuel Oil,9.750906
2010,OCT,Coal & Lignite,2353.6354890000002
2010,OCT,Natural Gas,10142.01921
2010,OCT,Diesel,2.392
2010,OCT,Imported,795.422
2010,OCT,Renewable Energy,229.14795099999998
2010,SEP,Hydro Electricity,245.456
2010,SEP,Fuel Oil,39.587336
2010,SEP,Coal & Lignite,2408.7482609999997
2010,SEP,Natural Gas,10006.294881
2010,SEP,Diesel,2.73
2010,SEP,Imported,780.247
2010,SEP,Renewable Energy,222.72523199999998
2011,APR,Hydro Electricity,470.471
2011,APR,Fuel Oil,107.432294
2011,APR,Coal & Lignite,2713.993539
2011,APR,Natural Gas,8822.743526
2011,APR,Diesel,2.052
2011,APR,Imported,1019.115
2011,APR,Renewable Energy,365.15201
2011,AUG,Hydro Electricity,901.683
2011,AUG,Fuel Oil,130.276574
2011,AUG,Coal & Lignite,2671.7181360000004
2011,AUG,Natural Gas,9777.934574
2011,AUG,Diesel,3.164
2011,AUG,Imported,792.654
2011,AUG,Renewable Energy,323.32135800000003
2011,DEC,Hydro Electricity,822.209
2011,DEC,Fuel Oil,20.18898
2011,DEC,Coal & Lignite,2323.2089690000003
2011,DEC,Natural Gas,8381.09018
2011,DEC,Diesel,6.044
2011,DEC,Imported,464.959
2011,DEC,Renewable Energy,417.619461
2011,FEB,Hydro Electricity,651.589
2011,FEB,Fuel Oil,31.053
2011,FEB,Coal & Lignite,2484.702891
2011,FEB,Natural Gas,8573.823918
2011,FEB,Diesel,1.539
2011,FEB,Imported,638.013
2011,FEB,Renewable Energy,323.171615
2011,JAN,Hydro Electricity,576.868
2011,JAN,Fuel Oil,29.679782
2011,JAN,Coal & Lignite,2799.679927
2011,JAN,Natural Gas,8566.364178
2011,JAN,Diesel,1.696
2011,JAN,Imported,412.365
2011,JAN,Renewable Energy,374.736071
2011,JUL,Hydro Electricity,392.173
2011,JUL,Fuel Oil,284.728574
2011,JUL,Coal & Lignite,2891.1449359999997
2011,JUL,Natural Gas,9335.425861
2011,JUL,Diesel,5.902
2011,JUL,Imported,1315.343
2011,JUL,Renewable Energy,350.483788
2011,JUN,Hydro Electricity,394.086
2011,JUN,Fuel Oil,231.682726
2011,JUN,Coal & Lignite,2700.632702
2011,JUN,Natural Gas,9653.175492
2011,JUN,Diesel,6.521
2011,JUN,Imported,1072.215
2011,JUN,Renewable Energy,344.19575499999996
2011,MAR,Hydro Electricity,583.678
2011,MAR,Fuel Oil,0.430906
2011,MAR,Coal & Lignite,2710.573477
2011,MAR,Natural Gas,9552.369225999999
2011,MAR,Diesel,1.73
2011,MAR,Imported,789.541
2011,MAR,Renewable Energy,393.938017
2011,MAY,Hydro Electricity,374.064
2011,MAY,Fuel Oil,101.684546
2011,MAY,Coal & Lignite,2856.242382
2011,MAY,Natural Gas,10019.108087
2011,MAY,Diesel,1.005
2011,MAY,Imported,1075.411
2011,MAY,Renewable Energy,362.70638199999996
2011,NOV,Hydro Electricity,631.558
2011,NOV,Fuel Oil,40.976116
2011,NOV,Coal & Lignite,2233.057773
2011,NOV,Natural Gas,8447.818373
2011,NOV,Diesel,1.262
2011,NOV,Imported,909.586
2011,NOV,Renewable Energy,307.49760000000003
2011,OCT,Hydro Electricity,1137.351
2011,OCT,Fuel Oil,66.334824
2011,OCT,Coal & Lignite,2689.586066
2011,OCT,Natural Gas,8210.108334
2011,OCT,Diesel,3.105
2011,OCT,Imported,1164.634
2011,OCT,Renewable Energy,236.942503
2011,SEP,Hydro Electricity,999.192
2011,SEP,Fuel Oil,271.110114
2011,SEP,Coal & Lignite,2637.18837
2011,SEP,Natural Gas,8921.360458
2011,SEP,Diesel,1.957
2011,SEP,Imported,1120.573
2011,SEP,Renewable Energy,256.214263
2012,APR,Hydro Electricity,849.048
2012,APR,Fuel Oil,389.53225000000003
2012,APR,Coal & Lignite,3150.9528920000002
2012,APR,Natural Gas,8968.933121
2012,APR,Diesel,2.857
2012,APR,Imported,1135.509
2012,APR,Renewable Energy,441.903704
2012,AUG,Hydro Electricity,448.998
2012,AUG,Fuel Oil,113.00583
2012,AUG,Coal & Lignite,3011.754031
2012,AUG,Natural Gas,10077.212649000001
2012,AUG,Diesel,4.494
2012,AUG,Imported,1114.621
2012,AUG,Renewable Energy,413.141326
2012,DEC,Hydro Electricity,593.23
2012,DEC,Fuel Oil,3.04177
2012,DEC,Coal & Lignite,2681.852894
2012,DEC,Natural Gas,10284.688886
2012,DEC,Diesel,4.07
2012,DEC,Imported,412.887
2012,DEC,Renewable Energy,531.202889
