YEAR_PRD,MONTH_PRD,FUELTYPE,QTY
1995,APR,Renewable Energy,18.42652
1995,AUG,Hydro Electricity,507.521
1995,AUG,Fuel Oil,1461.3
1995,AUG,Coal & Lignite,1539.6055600000002
1995,AUG,Natural Gas,3087.4491000000003
1995,AUG,Diesel,310.037
1995,AUG,Imported,93.07
1995,AUG,Renewable Energy,16.476
1995,DEC,Hydro Electricity,393.406
1995,DEC,Fuel Oil,1822.287
1995,DEC,Coal & Lignite,1160.4964
1995,DEC,Natural Gas,2799.9408000000003
1995,DEC,Diesel,130.829
1995,DEC,Imported,55.127
1995,DEC,Renewable Energy,10.945680000000001
1995,FEB,Hydro Electricity,544.458
1995,FEB,Fuel Oil,1720.765
1995,FEB,Coal & Lignite,874.842
1995,FEB,Natural Gas,2486.585
1995,FEB,Diesel,67.868
1995,FEB,Imported,46.852
1995,FEB,Renewable Energy,17.5996
1995,JAN,Hydro Electricity,445.311
1995,JAN,Fuel Oil,1800.687
1995,JAN,Coal & Lignite,854.997
1995,JAN,Natural Gas,2749.659
1995,JAN,Diesel,107.733
1995,JAN,Imported,44.81
1995,JAN,Renewable Energy,10.78802
1995,JUL,Hydro Electricity,389.964
1995,JUL,Fuel Oil,1613.707
1995,JUL,Coal & Lignite,1688.384
1995,JUL,Natural Gas,2953.92835
1995,JUL,Diesel,257.503
1995,JUL,Imported,54.341
1995,JUL,Renewable Energy,10.2754
1995,JUN,Hydro Electricity,592.064
1995,JUN,Fuel Oil,1842.817
1995,JUN,Coal & Lignite,1590.92
1995,JUN,Natural Gas,2688.568
1995,JUN,Diesel,247.148
1995,JUN,Imported,41.035
1995,JUN,Renewable Energy,11.752479999999998
1995,MAR,Hydro Electricity,742.33
1995,MAR,Fuel Oil,2136.12
1995,MAR,Coal & Lignite,1246.389
1995,MAR,Natural Gas,2833.7690000000002
1995,MAR,Diesel,90.683
1995,MAR,Imported,40.29
1995,MAR,Renewable Energy,18.46088
1995,MAY,Hydro Electricity,611.279
1995,MAY,Fuel Oil,2101.789
1995,MAY,Coal & Lignite,1386.826
1995,MAY,Natural Gas,2777.014
1995,MAY,Diesel,199.434
1995,MAY,Imported,39.004
1995,MAY,Renewable Energy,9.31608
1995,NOV,Hydro Electricity,593.439
1995,NOV,Fuel Oil,1805.39
1995,NOV,Coal & Lignite,1113.30812
1995,NOV,Natural Gas,2818.1495
1995,NOV,Diesel,270.311
1995,NOV,Imported,57.684
1995,NOV,Renewable Energy,2.2406
1995,OCT,Hydro Electricity,577.047
1995,OCT,Fuel Oil,1870.02
1995,OCT,Coal & Lignite,1087.69932
1995,OCT,Natural Gas,3065.1877
1995,OCT,Diesel,238.444
1995,OCT,Imported,83.298
1995,OCT,Renewable Energy,5.3995999999999995
1995,SEP,Hydro Electricity,598.929
1995,SEP,Fuel Oil,1592.674
1995,SEP,Coal & Lignite,1263.48024
1995,SEP,Natural Gas,2959.2358000000004
1995,SEP,Diesel,236.87
1995,SEP,Imported,104.83
1995,SEP,Renewable Energy,11.068200000000001
1996,APR,Hydro Electricity,688.477
1996,APR,Fuel Oil,1982.105
1996,APR,Coal & Lignite,1521.3190000000002
1996,APR,Natural Gas,2850.2997
1996,APR,Diesel,210.723
1996,APR,Imported,33.807
1996,APR,Renewable Energy,15.96016
1996,AUG,Hydro Electricity,612.149
1996,AUG,Fuel Oil,1831.335
1996,AUG,Coal & Lignite,1756.5018400000001
1996,AUG,Natural Gas,2963.5681
1996,AUG,Diesel,430.404
1996,AUG,Imported,99.189
1996,AUG,Renewable Energy,21.6085
1996,DEC,Hydro Electricity,423.955
1996,DEC,Fuel Oil,1224.276
1996,DEC,Coal & Lignite,1397.74
1996,DEC,Natural Gas,3297.60625
1996,DEC,Diesel,384.421
1996,DEC,Imported,85.641
1996,DEC,Renewable Energy,22.09611
1996,FEB,Hydro Electricity,635.918
1996,FEB,Fuel Oil,1879.178
1996,FEB,Coal & Lignite,1211.0552
1996,FEB,Natural Gas,2504.4673
1996,FEB,Diesel,135.025
1996,FEB,Imported,43.774
1996,FEB,Renewable Energy,19.7541
1996,JAN,Hydro Electricity,544.692
1996,JAN,Fuel Oil,1980.691
1996,JAN,Coal & Lignite,1186.6831200000001
1996,JAN,Natural Gas,2746.8602
1996,JAN,Diesel,195.679
1996,JAN,Imported,40.475
1996,JAN,Renewable Energy,18.700499999999998
1996,JUL,Hydro Electricity,505.823
1996,JUL,Fuel Oil,1648.37
1996,JUL,Coal & Lignite,1814.84972
1996,JUL,Natural Gas,3106.6772499999997
1996,JUL,Diesel,493.731
1996,JUL,Imported,64.617
1996,JUL,Renewable Energy,16.57594
1996,JUN,Hydro Electricity,637.305
1996,JUN,Fuel Oil,1798.401
1996,JUN,Coal & Lignite,1599.33032
1996,JUN,Natural Gas,2871.87545
1996,JUN,Diesel,443.943
1996,JUN,Imported,54.63
1996,JUN,Renewable Energy,17.42016
1996,MAR,Hydro Electricity,831.624
1996,MAR,Fuel Oil,2093.849
1996,MAR,Coal & Lignite,1473.92404
1996,MAR,Natural Gas,2882.4945000000002
1996,MAR,Diesel,312.268
1996,MAR,Imported,35.377
1996,MAR,Renewable Energy,21.40618
1996,MAY,Hydro Electricity,641.186
1996,MAY,Fuel Oil,2066.306
1996,MAY,Coal & Lignite,1491.27748
1996,MAY,Natural Gas,3090.87075
1996,MAY,Diesel,339.987
1996,MAY,Imported,38.915
1996,MAY,Renewable Energy,17.1016
1996,NOV,Hydro Electricity,628.69
1996,NOV,Fuel Oil,1221.484
1996,NOV,Coal & Lignite,1402.2995600000002
1996,NOV,Natural Gas,3457.064
1996,NOV,Diesel,525.643
1996,NOV,Imported,81.433
1996,NOV,Renewable Energy,11.788640000000001
1996,OCT,Hydro Electricity,492.479
1996,OCT,Fuel Oil,1524.378
1996,OCT,Coal & Lignite,1364.7143999999998
1996,OCT,Natural Gas,3592.59605
1996,OCT,Diesel,573.924
1996,OCT,Imported,113.679
1996,OCT,Renewable Energy,8.707719999999998
1996,SEP,Hydro Electricity,572.704
1996,SEP,Fuel Oil,1733.358
1996,SEP,Coal & Lignite,1360.37736
1996,SEP,Natural Gas,3068.96465
1996,SEP,Diesel,526.615
1996,SEP,Imported,114.069
1996,SEP,Renewable Energy,16.0012
1997,APR,Hydro Electricity,645.554
1997,APR,Fuel Oil,1718.265
1997,APR,Coal & Lignite,1613.6375899999998
1997,APR,Natural Gas,3445.04517
1997,APR,Diesel,161.372
1997,APR,Imported,43.659
1997,APR,Renewable Energy,29.67434
1997,AUG,Hydro Electricity,584.115
1997,AUG,Fuel Oil,1622.804
1997,AUG,Coal & Lignite,1703.4431399999999
1997,AUG,Natural Gas,3895.52004
1997,AUG,Diesel,112.3
1997,AUG,Imported,99.792
1997,AUG,Renewable Energy,22.555948
1997,DEC,Hydro Electricity,509.26
1997,DEC,Fuel Oil,1219.868638
1997,DEC,Coal & Lignite,1408.75482
1997,DEC,Natural Gas,3926.927282
1997,DEC,Diesel,184.351
1997,DEC,Imported,51.865
1997,DEC,Renewable Energy,26.92126
1997,FEB,Hydro Electricity,635.524
1997,FEB,Fuel Oil,1357.856
1997,FEB,Coal & Lignite,1471.31401
1997,FEB,Natural Gas,3221.8876800000003
1997,FEB,Diesel,240.948
1997,FEB,Imported,40.476
1997,FEB,Renewable Energy,19.4391
1997,JAN,Hydro Electricity,505.833
1997,JAN,Fuel Oil,1412.28
1997,JAN,Coal & Lignite,1377.1997800000001
1997,JAN,Natural Gas,3471.69055
1997,JAN,Diesel,300.422
1997,JAN,Imported,45.756
1997,JAN,Renewable Energy,26.20292
1997,JUL,Hydro Electricity,546.704
1997,JUL,Fuel Oil,1639.275
1997,JUL,Coal & Lignite,1875.08213
1997,JUL,Natural Gas,3916.6618799999997
1997,JUL,Diesel,124.928
1997,JUL,Imported,69.28
1997,JUL,Renewable Energy,15.4923
1997,JUN,Hydro Electricity,578.613
1997,JUN,Fuel Oil,1947.64
1997,JUN,Coal & Lignite,1797.56853
1997,JUN,Natural Gas,3704.68559
1997,JUN,Diesel,234.094
1997,JUN,Imported,42.257
1997,JUN,Renewable Energy,18.972988
1997,MAR,Hydro Electricity,770.979
1997,MAR,Fuel Oil,1826.188
1997,MAR,Coal & Lignite,1835.7214199999999
1997,MAR,Natural Gas,3557.35735
1997,MAR,Diesel,247.633
1997,MAR,Imported,32.406
1997,MAR,Renewable Energy,25.5433
1997,MAY,Hydro Electricity,704.518
1997,MAY,Fuel Oil,2011.486
1997,MAY,Coal & Lignite,1641.97898
1997,MAY,Natural Gas,3788.3847100000003
1997,MAY,Diesel,325.471
1997,MAY,Imported,44.016
1997,MAY,Renewable Energy,29.067140000000002
1997,NOV,Hydro Electricity,470.883
1997,NOV,Fuel Oil,1431.752107
1997,NOV,Coal & Lignite,1368.60144
1997,NOV,Natural Gas,3921.23666
1997,NOV,Diesel,72.304
1997,NOV,Imported,66.286
1997,NOV,Renewable Energy,11.80202
1997,OCT,Hydro Electricity,591.512
1997,OCT,Fuel Oil,1502.576686
1997,OCT,Coal & Lignite,1511.31932
1997,OCT,Natural Gas,3925.7518499999996
1997,OCT,Diesel,195.707
1997,OCT,Imported,105.172
1997,OCT,Renewable Energy,15.40175
1997,SEP,Hydro Electricity,538.505
1997,SEP,Fuel Oil,1590.9417760000001
1997,SEP,Coal & Lignite,1421.17333
1997,SEP,Natural Gas,3798.52487
1997,SEP,Diesel,241.149
1997,SEP,Imported,104.663
1997,SEP,Renewable Energy,17.606991999999998
1998,APR,Hydro Electricity,675.033
1998,APR,Fuel Oil,1794.647959
1998,APR,Coal & Lignite,1519.5329199999999
1998,APR,Natural Gas,3585.3766000000005
1998,APR,Diesel,125.444
1998,APR,Imported,92.214
1998,APR,Renewable Energy,34.56264
1998,AUG,Hydro Electricity,361.877
1998,AUG,Fuel Oil,1224.972062
1998,AUG,Coal & Lignite,1439.9383
1998,AUG,Natural Gas,4368.827670000001
1998,AUG,Diesel,78.895
1998,AUG,Imported,151.91
1998,AUG,Renewable Energy,15.26454
1998,DEC,Hydro Electricity,198.767
1998,DEC,Fuel Oil,1100.8092319999998
1998,DEC,Coal & Lignite,1335.05428
1998,DEC,Natural Gas,4015.036803
1998,DEC,Diesel,28.927
1998,DEC,Imported,140.71
1998,DEC,Renewable Energy,22.618539999999996
1998,FEB,Hydro Electricity,539.197
1998,FEB,Fuel Oil,1437.814673
1998,FEB,Coal & Lignite,1324.38092
1998,FEB,Natural Gas,3774.1458599999996
1998,FEB,Diesel,14.355
1998,FEB,Imported,102.902
1998,FEB,Renewable Energy,28.482591
1998,JAN,Hydro Electricity,522.061
1998,JAN,Fuel Oil,1245.272596
1998,JAN,Coal & Lignite,1342.81084
1998,JAN,Natural Gas,3887.49691
1998,JAN,Diesel,124.323
1998,JAN,Imported,71.987
1998,JAN,Renewable Energy,33.191013000000005
1998,JUL,Hydro Electricity,306.634
1998,JUL,Fuel Oil,1626.9435400000002
1998,JUL,Coal & Lignite,1499.2509
1998,JUL,Natural Gas,4153.318450000001
1998,JUL,Diesel,17.991
1998,JUL,Imported,197.53
1998,JUL,Renewable Energy,11.52208
1998,JUN,Hydro Electricity,387.07
1998,JUN,Fuel Oil,1740.5286489999999
1998,JUN,Coal & Lignite,1541.908
1998,JUN,Natural Gas,3934.37737
1998,JUN,Diesel,52.932
1998,JUN,Imported,181.123
1998,JUN,Renewable Energy,13.61436
1998,MAR,Hydro Electricity,726.376
1998,MAR,Fuel Oil,1682.132124
1998,MAR,Coal & Lignite,1476.96308
1998,MAR,Natural Gas,4265.985909999999
1998,MAR,Diesel,43.817
1998,MAR,Imported,87.181
1998,MAR,Renewable Energy,49.21778
1998,MAY,Hydro Electricity,512.948
1998,MAY,Fuel Oil,1979.98062
1998,MAY,Coal & Lignite,1396.89958
1998,MAY,Natural Gas,4123.09792
1998,MAY,Diesel,111.806
1998,MAY,Imported,101.403
1998,MAY,Renewable Energy,17.73128
1998,NOV,Hydro Electricity,305.488
1998,NOV,Fuel Oil,1116.1644959999999
1998,NOV,Coal & Lignite,1280.1695300000001
1998,NOV,Natural Gas,4151.08063
1998,NOV,Diesel,105.26
1998,NOV,Imported,130.025
1998,NOV,Renewable Energy,16.77252
1998,OCT,Hydro Electricity,274.348
1998,OCT,Fuel Oil,1182.309044
1998,OCT,Coal & Lignite,1329.01189
1998,OCT,Natural Gas,4412.85913
1998,OCT,Diesel,202.537
1998,OCT,Imported,174.336
1998,OCT,Renewable Energy,15.303540000000002
1998,SEP,Hydro Electricity,279.023
1998,SEP,Fuel Oil,1440.942676
1998,SEP,Coal & Lignite,1104.55798
1998,SEP,Natural Gas,4349.52472
1998,SEP,Diesel,82.686
1998,SEP,Imported,191.391
1998,SEP,Renewable Energy,12.81254
1999,APR,Hydro Electricity,329.101
1999,APR,Fuel Oil,1289.483023
1999,APR,Coal & Lignite,1384.330492
1999,APR,Natural Gas,4509.683387
1999,APR,Diesel,74.792
1999,APR,Imported,76.946
1999,APR,Renewable Energy,42.46691500000001
1999,AUG,Hydro Electricity,348.832
1999,AUG,Fuel Oil,1490.158952
1999,AUG,Coal & Lignite,1394.7023040000001
1999,AUG,Natural Gas,4457.33482
1999,AUG,Diesel,35.449
1999,AUG,Imported,258.48
1999,AUG,Renewable Energy,29.718094999999998
1999,DEC,Hydro Electricity,237.063
1999,DEC,Fuel Oil,601.187368
1999,DEC,Coal & Lignite,1459.55133
1999,DEC,Natural Gas,4298.74817
1999,DEC,Diesel,15.201
1999,DEC,Imported,250.826
1999,DEC,Renewable Energy,29.525263
1999,FEB,Hydro Electricity,311.838
1999,FEB,Fuel Oil,1003.359664
1999,FEB,Coal & Lignite,1368.60381
1999,FEB,Natural Gas,3924.79108
1999,FEB,Diesel,18.388
1999,FEB,Imported,63.178
1999,FEB,Renewable Energy,34.25344
1999,JAN,Hydro Electricity,249.82
1999,JAN,Fuel Oil,1106.182976
1999,JAN,Coal & Lignite,1424.91954
1999,JAN,Natural Gas,4080.2153129999997
1999,JAN,Diesel,16.786
1999,JAN,Imported,102.681
1999,JAN,Renewable Energy,40.81398
1999,JUL,Hydro Electricity,279.732
1999,JUL,Fuel Oil,1582.9702639999998
1999,JUL,Coal & Lignite,1444.56462
1999,JUL,Natural Gas,4463.91212
1999,JUL,Diesel,66.839
1999,JUL,Imported,241.722
1999,JUL,Renewable Energy,24.610956
1999,JUN,Hydro Electricity,217.549
1999,JUN,Fuel Oil,1578.2306130000002
1999,JUN,Coal & Lignite,1232.354888
1999,JUN,Natural Gas,4852.835814
1999,JUN,Diesel,22.681
1999,JUN,Imported,199.057
1999,JUN,Renewable Energy,42.886906
1999,MAR,Hydro Electricity,435.195
1999,MAR,Fuel Oil,1472.702304
1999,MAR,Coal & Lignite,1473.57948
1999,MAR,Natural Gas,4644.89741
1999,MAR,Diesel,114.105
1999,MAR,Imported,61.91
1999,MAR,Renewable Energy,40.338829999999994
1999,MAY,Hydro Electricity,185.616
1999,MAY,Fuel Oil,1634.462573
1999,MAY,Coal & Lignite,1244.690618
1999,MAY,Natural Gas,4717.242386
1999,MAY,Diesel,29.307
1999,MAY,Imported,177.146
1999,MAY,Renewable Energy,38.965096
1999,NOV,Hydro Electricity,275.303
1999,NOV,Fuel Oil,1051.733568
1999,NOV,Coal & Lignite,1420.06646
1999,NOV,Natural Gas,4622.44683
1999,NOV,Diesel,22.179
1999,NOV,Imported,262.92
1999,NOV,Renewable Energy,21.960248999999997
1999,OCT,Hydro Electricity,242.449
1999,OCT,Fuel Oil,1253.5922
1999,OCT,Coal & Lignite,1312.15615
1999,OCT,Natural Gas,4791.77218
1999,OCT,Diesel,30.658
1999,OCT,Imported,283.139
1999,OCT,Renewable Energy,20.252010999999996
1999,SEP,Hydro Electricity,297.17
1999,SEP,Fuel Oil,1408.475024
1999,SEP,Coal & Lignite,1473.6758399999999
1999,SEP,Natural Gas,4440.555119000001
1999,SEP,Diesel,10.944
1999,SEP,Imported,277.656
1999,SEP,Renewable Energy,38.357017
2000,APR,Hydro Electricity,599.123
2000,APR,Fuel Oil,1229.185624
2000,APR,Coal & Lignite,1512.62438
2000,APR,Natural Gas,4420.73473
2000,APR,Diesel,11.179
2000,APR,Imported,192.371
2000,APR,Renewable Energy,44.041526
2000,AUG,Hydro Electricity,502.494
2000,AUG,Fuel Oil,676.019456
2000,AUG,Coal & Lignite,1598.5864900000001
2000,AUG,Natural Gas,5393.856992
2000,AUG,Diesel,2.344
2000,AUG,Imported,320.312
2000,AUG,Renewable Energy,45.17533
2000,DEC,Hydro Electricity,484.419
2000,DEC,Fuel Oil,172.21671999999998
2000,DEC,Coal & Lignite,1498.03906
2000,DEC,Natural Gas,5533.24424
2000,DEC,Diesel,1.864
2000,DEC,Imported,227.723
2000,DEC,Renewable Energy,52.87384300000001
2000,FEB,Hydro Electricity,566.829
2000,FEB,Fuel Oil,862.626624
2000,FEB,Coal & Lignite,1241.0346399999999
2000,FEB,Natural Gas,4526.928351
2000,FEB,Diesel,3.886
2000,FEB,Imported,137.867
2000,FEB,Renewable Energy,54.039902
2000,JAN,Hydro Electricity,425.261
2000,JAN,Fuel Oil,1173.403304
2000,JAN,Coal & Lignite,1146.94567
2000,JAN,Natural Gas,4648.67078
2000,JAN,Diesel,3.806
2000,JAN,Imported,176.639
2000,JAN,Renewable Energy,40.65116799999999
2000,JUL,Hydro Electricity,357.477
2000,JUL,Fuel Oil,828.535264
2000,JUL,Coal & Lignite,1586.44521
2000,JUL,Natural Gas,5341.41618
2000,JUL,Diesel,2.761
2000,JUL,Imported,301.01
2000,JUL,Renewable Energy,34.481311
2000,JUN,Hydro Electricity,371.107
2000,JUN,Fuel Oil,984.0859919999999
2000,JUN,Coal & Lignite,1562.10884
2000,JUN,Natural Gas,5198.32109
2000,JUN,Diesel,3.41
2000,JUN,Imported,267.332
2000,JUN,Renewable Energy,34.794015
2000,MAR,Hydro Electricity,659.817
2000,MAR,Fuel Oil,1169.2364799999998
2000,MAR,Coal & Lignite,1598.30728
2000,MAR,Natural Gas,4948.285712999999
2000,MAR,Diesel,4.084
2000,MAR,Imported,167.361
2000,MAR,Renewable Energy,58.826983
2000,MAY,Hydro Electricity,577.702
2000,MAY,Fuel Oil,996.06488
2000,MAY,Coal & Lignite,1594.20182
2000,MAY,Natural Gas,5198.17426
2000,MAY,Diesel,44.217
2000,MAY,Imported,294.31
2000,MAY,Renewable Energy,45.386629000000006
2000,NOV,Hydro Electricity,485.676
2000,NOV,Fuel Oil,244.63778399999998
2000,NOV,Coal & Lignite,1622.9771700000001
2000,NOV,Natural Gas,5172.799870000001
2000,NOV,Diesel,13.264
2000,NOV,Imported,246.174
2000,NOV,Renewable Energy,34.1656
2000,OCT,Hydro Electricity,380.136
2000,OCT,Fuel Oil,635.349776
2000,OCT,Coal & Lignite,1672.9763699999999
2000,OCT,Natural Gas,5474.5543099999995
2000,OCT,Diesel,5.072
2000,OCT,Imported,298.645
2000,OCT,Renewable Energy,28.529666
2000,SEP,Hydro Electricity,481.403
2000,SEP,Fuel Oil,672.183048
2000,SEP,Coal & Lignite,1563.09176
2000,SEP,Natural Gas,5237.57235
2000,SEP,Diesel,12.061
2000,SEP,Imported,336.509
2000,SEP,Renewable Energy,21.804566
2001,APR,Hydro Electricity,685.136
2001,APR,Fuel Oil,289.010096
2001,APR,Coal & Lignite,1648.12921
2001,APR,Natural Gas,6151.694310000001
2001,APR,Diesel,7.561
2001,APR,Imported,138.515
2001,APR,Renewable Energy,61.677974000000006
2001,AUG,Hydro Electricity,519.548
2001,AUG,Fuel Oil,119.172648
2001,AUG,Coal & Lignite,1869.14779
2001,AUG,Natural Gas,6115.26375
2001,AUG,Diesel,78.048
2001,AUG,Imported,316.532
2001,AUG,Renewable Energy,39.782731
2001,DEC,Hydro Electricity,457.741
2001,DEC,Fuel Oil,130.030904
2001,DEC,Coal & Lignite,1803.4025
2001,DEC,Natural Gas,5383.93116
2001,DEC,Diesel,61.463
2001,DEC,Imported,213.273
2001,DEC,Renewable Energy,47.55922700000001
2001,FEB,Hydro Electricity,643.156
2001,FEB,Fuel Oil,238.92909600000002
2001,FEB,Coal & Lignite,1474.23906
2001,FEB,Natural Gas,5342.99356
2001,FEB,Diesel,2.787
2001,FEB,Imported,158.355
2001,FEB,Renewable Energy,66.61883799999998
2001,JAN,Hydro Electricity,544.013
2001,JAN,Fuel Oil,160.778392
2001,JAN,Coal & Lignite,1578.41643
2001,JAN,Natural Gas,5560.4985
2001,JAN,Diesel,4.154
2001,JAN,Imported,206.111
2001,JAN,Renewable Energy,71.602523
2001,JUL,Hydro Electricity,434.982
2001,JUL,Fuel Oil,164.992648
2001,JUL,Coal & Lignite,1670.7955
2001,JUL,Natural Gas,6363.87015
2001,JUL,Diesel,18.952
2001,JUL,Imported,318.688
2001,JUL,Renewable Energy,41.075559000000005
2001,JUN,Hydro Electricity,313.569
2001,JUN,Fuel Oil,267.272608
2001,JUN,Coal & Lignite,1703.35327
2001,JUN,Natural Gas,6285.1374
2001,JUN,Diesel,4.822
2001,JUN,Imported,279.938
2001,JUN,Renewable Energy,43.437146999999996
2001,MAR,Hydro Electricity,623.353
2001,MAR,Fuel Oil,285.34228
2001,MAR,Coal & Lignite,1701.18442
2001,MAR,Natural Gas,6064.242045
2001,MAR,Diesel,7.552
2001,MAR,Imported,171.131
2001,MAR,Renewable Energy,74.55174
2001,MAY,Hydro Electricity,483.325
2001,MAY,Fuel Oil,255.992128
2001,MAY,Coal & Lignite,1757.96446
2001,MAY,Natural Gas,6333.50064
2001,MAY,Diesel,6.923
2001,MAY,Imported,205.79
2001,MAY,Renewable Energy,46.557671
2001,NOV,Hydro Electricity,351.103
2001,NOV,Fuel Oil,129.979304
2001,NOV,Coal & Lignite,1750.7018
2001,NOV,Natural Gas,5505.066720000001
2001,NOV,Diesel,50.212
2001,NOV,Imported,257.962
2001,NOV,Renewable Energy,27.288149999999998
2001,OCT,Hydro Electricity,405.177
2001,OCT,Fuel Oil,183.513832
2001,OCT,Coal & Lignite,1656.8323500000001
2001,OCT,Natural Gas,6267.65499
2001,OCT,Diesel,2.125
2001,OCT,Imported,302.729
2001,OCT,Renewable Energy,28.525145999999996
2001,SEP,Hydro Electricity,713.242
2001,SEP,Fuel Oil,231.494584
2001,SEP,Coal & Lignite,1681.8623200000002
2001,SEP,Natural Gas,5854.92609
2001,SEP,Diesel,3.464
2001,SEP,Imported,312.69
2001,SEP,Renewable Energy,35.863613
2002,APR,Hydro Electricity,718.75
2002,APR,Fuel Oil,250.780328
2002,APR,Coal & Lignite,1772.4956300000001
2002,APR,Natural Gas,6399.17806
2002,APR,Diesel,3.39
2002,APR,Imported,163.458
2002,APR,Renewable Energy,70.30477400000001
2002,AUG,Hydro Electricity,551.233
2002,AUG,Fuel Oil,160.446584
2002,AUG,Coal & Lignite,1499.10156
2002,AUG,Natural Gas,6982.194390000001
2002,AUG,Diesel,46.727
2002,AUG,Imported,313.36
2002,AUG,Renewable Energy,46.471705
2002,DEC,Hydro Electricity,641.938
2002,DEC,Fuel Oil,119.20912
2002,DEC,Coal & Lignite,1669.806628
2002,DEC,Natural Gas,6417.44485
2002,DEC,Diesel,2.252
2002,DEC,Imported,223.118
2002,DEC,Renewable Energy,78.61802300000002
2002,FEB,Hydro Electricity,588.929
2002,FEB,Fuel Oil,138.011848
2002,FEB,Coal & Lignite,1552.04965
2002,FEB,Natural Gas,5683.19541
2002,FEB,Diesel,8.296
2002,FEB,Imported,149.192
2002,FEB,Renewable Energy,68.27740800000001
2002,JAN,Hydro Electricity,512.577
2002,JAN,Fuel Oil,168.271544
2002,JAN,Coal & Lignite,1623.39279
2002,JAN,Natural Gas,5689.22297
2002,JAN,Diesel,8.204
2002,JAN,Imported,190.302
2002,JAN,Renewable Energy,71.80292399999999
2002,JUL,Hydro Electricity,483.933
2002,JUL,Fuel Oil,141.29256
2002,JUL,Coal & Lignite,1406.55346
2002,JUL,Natural Gas,7340.671179999999
2002,JUL,Diesel,23.763
2002,JUL,Imported,301.329
2002,JUL,Renewable Energy,54.45689
2002,JUN,Hydro Electricity,413.523
2002,JUN,Fuel Oil,163.845232
2002,JUN,Coal & Lignite,1414.12534
2002,JUN,Natural Gas,7156.95644
2002,JUN,Diesel,4.988
2002,JUN,Imported,271.794
2002,JUN,Renewable Energy,58.922458999999996
2002,MAR,Hydro Electricity,797.977
2002,MAR,Fuel Oil,218.26056
2002,MAR,Coal & Lignite,1775.3105500000001
2002,MAR,Natural Gas,6674.43073
2002,MAR,Diesel,5.007
2002,MAR,Imported,146.5
2002,MAR,Renewable Energy,69.62711300000001
2002,MAY,Hydro Electricity,602.437
2002,MAY,Fuel Oil,186.544644
2002,MAY,Coal & Lignite,1536.4265699999999
2002,MAY,Natural Gas,7023.3837300000005
2002,MAY,Diesel,15.528
2002,MAY,Imported,221.697
2002,MAY,Renewable Energy,68.65338700000001
2002,NOV,Hydro Electricity,788.591
2002,NOV,Fuel Oil,113.487048
2002,NOV,Coal & Lignite,1694.58788
2002,NOV,Natural Gas,6290.70407
2002,NOV,Diesel,1.809
2002,NOV,Imported,241.297
2002,NOV,Renewable Energy,49.463449000000004
2002,OCT,Hydro Electricity,669.569
2002,OCT,Fuel Oil,155.426904
2002,OCT,Coal & Lignite,1665.9632000000001
2002,OCT,Natural Gas,6734.45434
2002,OCT,Diesel,3.094
2002,OCT,Imported,300.716
2002,OCT,Renewable Energy,45.319131
2002,SEP,Hydro Electricity,597.483
2002,SEP,Fuel Oil,191.170232
2002,SEP,Coal & Lignite,1681.69258
2002,SEP,Natural Gas,6518.4051500000005
2002,SEP,Diesel,27.925
2002,SEP,Imported,289.412
2002,SEP,Renewable Energy,33.1233
2003,APR,Hydro Electricity,734.497
2003,APR,Fuel Oil,176.409984
2003,APR,Coal & Lignite,1613.403413
2003,APR,Natural Gas,7204.7557
2003,APR,Diesel,4.322
2003,APR,Imported,114.733
2003,APR,Renewable Energy,114.981309
2003,AUG,Hydro Electricity,471.435
2003,AUG,Fuel Oil,238.507312
2003,AUG,Coal & Lignite,1492.685173
2003,AUG,Natural Gas,7706.70627
2003,AUG,Diesel,7.588
2003,AUG,Imported,259.511
2003,AUG,Renewable Energy,87.157688
2003,DEC,Hydro Electricity,565.359
2003,DEC,Fuel Oil,206.752488
2003,DEC,Coal & Lignite,1697.005164
2003,DEC,Natural Gas,6575.68065
2003,DEC,Diesel,6.575
2003,DEC,Imported,181.648
2003,DEC,Renewable Energy,121.413302
2003,FEB,Hydro Electricity,696.466
2003,FEB,Fuel Oil,141.805728
2003,FEB,Coal & Lignite,1689.866336
2003,FEB,Natural Gas,6048.95529
2003,FEB,Diesel,1.519
2003,FEB,Imported,140.375
2003,FEB,Renewable Energy,100.927502
2003,JAN,Hydro Electricity,687.911
2003,JAN,Fuel Oil,111.114048
2003,JAN,Coal & Lignite,1761.1487840000002
2003,JAN,Natural Gas,6115.80199
2003,JAN,Diesel,2.984
2003,JAN,Imported,189.802
2003,JAN,Renewable Energy,109.11495400000001
2003,JUL,Hydro Electricity,454.966
2003,JUL,Fuel Oil,136.755232
2003,JUL,Coal & Lignite,1628.010973
2003,JUL,Natural Gas,7497.97172
2003,JUL,Diesel,2.783
2003,JUL,Imported,237.112
2003,JUL,Renewable Energy,94.81314300000001
2003,JUN,Hydro Electricity,624.997
2003,JUN,Fuel Oil,163.463416
2003,JUN,Coal & Lignite,1705.8301860000001
2003,JUN,Natural Gas,7181.360409999999
2003,JUN,Diesel,3.017
2003,JUN,Imported,223.706
2003,JUN,Renewable Energy,109.15379899999999
2003,MAR,Hydro Electricity,801.516
2003,MAR,Fuel Oil,141.61828
2003,MAR,Coal & Lignite,1705.042726
2003,MAR,Natural Gas,7309.72838
2003,MAR,Diesel,3
2003,MAR,Imported,146.974
