YEAR_PRD,MONTH_PRD,FUEL_SOURCE,QTY
2003,JAN,SPP,1085.384
2003,JAN,IPP,2712.214
2003,JUL,EGAT,4603.240000000001
2003,JUL,IMPORTED,237.112
2003,JUL,DEDP,2.355
2003,JUL,SPP,1156.407
2003,JUL,IPP,4053.298
2003,JUN,EGAT,5091.49
2003,JUN,IMPORTED,223.706
2003,JUN,DEDP,2.276
2003,JUN,SPP,1107.808
2003,JUN,IPP,3586.248
2003,MAR,EGAT,5367.058
2003,MAR,IMPORTED,146.974
2003,MAR,DEDP,2.916
2003,MAR,SPP,1080.848
2003,MAR,IPP,3617.316
2003,MAY,EGAT,5524.677000000001
2003,MAY,IMPORTED,174.739
2003,MAY,DEDP,2.918
2003,MAY,SPP,1129.647
2003,MAY,IPP,3708.092
2003,NOV,EGAT,4797.451
2003,NOV,IMPORTED,221.68
2003,NOV,DEDP,1.127
2003,NOV,SPP,1081.219
2003,NOV,IPP,3883.664
2003,OCT,EGAT,4638.7210000000005
2003,OCT,IMPORTED,298.834
2003,OCT,DEDP,3.519
2003,OCT,SPP,1110.188
2003,OCT,IPP,4215.179
2003,SEP,EGAT,4487.182000000001
2003,SEP,IMPORTED,284.298
2003,SEP,DEDP,6.743
2003,SEP,SPP,1132.542
2003,SEP,IPP,4051.051
2004,APR,EGAT,4917.913999999999
2004,APR,IMPORTED,310.092
2004,APR,DEDP,2.821
2004,APR,SPP,1100.758
2004,APR,IPP,4445.046
2004,AUG,EGAT,4877.377999999999
2004,AUG,IMPORTED,382.178
2004,AUG,DEDP,3.147
2004,AUG,SPP,1110.44
2004,AUG,IPP,4549.824
2004,DEC,EGAT,4931.455999999999
2004,DEC,IMPORTED,254.498
2004,DEC,DEDP,0.797
2004,DEC,SPP,1105.594
2004,DEC,IPP,3620.21
2004,FEB,EGAT,4754.957
2004,FEB,IMPORTED,182.149
2004,FEB,DEDP,1.623
2004,FEB,SPP,1066.629
2004,FEB,IPP,3580.67
2004,JAN,EGAT,4711.6810000000005
2004,JAN,IMPORTED,151.658
2004,JAN,DEDP,1.346
2004,JAN,SPP,1119.306
2004,JAN,IPP,3602.204
2004,JUL,EGAT,5131.627
2004,JUL,IMPORTED,361.387
2004,JUL,DEDP,3.71
2004,JUL,SPP,1157.758
2004,JUL,IPP,4453.167
2004,JUN,EGAT,5147.254999999999
2004,JUN,IMPORTED,282.325
2004,JUN,DEDP,2.831
2004,JUN,SPP,1153.474
2004,JUN,IPP,4062.541
2004,MAR,EGAT,5425.69
2004,MAR,IMPORTED,148.301
2004,MAR,DEDP,2.34
2004,MAR,SPP,1143.143
2004,MAR,IPP,4482.166
2004,MAY,EGAT,5360.483000000001
2004,MAY,IMPORTED,216.585
2004,MAY,DEDP,2.32
2004,MAY,SPP,1149.34
2004,MAY,IPP,4447.968
2004,NOV,EGAT,5272.023
2004,NOV,IMPORTED,352.356
2004,NOV,DEDP,0.561
2004,NOV,SPP,1052.443
2004,NOV,IPP,4075.577
2004,OCT,EGAT,5042.142
2004,OCT,IMPORTED,373.341
2004,OCT,DEDP,0.963
2004,OCT,SPP,1172.717
2004,OCT,IPP,4469.367
2004,SEP,EGAT,4921.09
2004,SEP,IMPORTED,362.984
2004,SEP,DEDP,3.041
2004,SEP,SPP,1108.999
2004,SEP,IPP,4384.123
2005,APR,EGAT,5562.084000000001
2005,APR,IMPORTED,311.016
2005,APR,DEDP,0.962
2005,APR,SPP,986.547
2005,APR,IPP,4440.567
2005,AUG,EGAT,5224.611000000001
2005,AUG,IMPORTED,489.889
2005,AUG,DEDP,2.502
2005,AUG,SPP,1211.619
2005,AUG,IPP,4541.854
2005,DEC,EGAT,5116.316
2005,DEC,IMPORTED,400.927
2005,DEC,DEDP,0.97
2005,DEC,SPP,1174.614
2005,DEC,IPP,3641.209
2005,FEB,EGAT,4871.4299999999985
2005,FEB,IMPORTED,193.955
2005,FEB,DEDP,1.321
2005,FEB,SPP,972.291
2005,FEB,IPP,4322.44
2005,JAN,EGAT,4653.142000000001
2005,JAN,IMPORTED,234.066
2005,JAN,DEDP,1.449
2005,JAN,SPP,1110.949
2005,JAN,IPP,4227.956
2005,JUL,EGAT,5450.994
2005,JUL,IMPORTED,434.848
2005,JUL,DEDP,0.58
2005,JUL,SPP,1188.947
2005,JUL,IPP,4344.246
2005,JUN,EGAT,5605.4039999999995
2005,JUN,IMPORTED,409.149
2005,JUN,DEDP,0.56
2005,JUN,SPP,1197.836
2005,JUN,IPP,4424.282
2005,MAR,EGAT,6002.609
2005,MAR,IMPORTED,304.439
2005,MAR,DEDP,1.678
2005,MAR,SPP,1149.419
2005,MAR,IPP,4415.172
2005,MAY,EGAT,6197.883000000001
2005,MAY,IMPORTED,282.501
2005,MAY,DEDP,0.865
2005,MAY,SPP,1119.516
2005,MAY,IPP,4752.717
2005,NOV,EGAT,5249.271000000001
2005,NOV,IMPORTED,440.681
2005,NOV,DEDP,1.069
2005,NOV,SPP,1119.648
2005,NOV,IPP,4213.144
2005,OCT,EGAT,5498.718000000001
2005,OCT,IMPORTED,376.636
2005,OCT,DEDP,2.022
2005,OCT,SPP,1145.72
2005,OCT,IPP,4522.766
2005,SEP,EGAT,5457.185
2005,SEP,IMPORTED,493.778
2005,SEP,DEDP,3.426
2005,SEP,SPP,1169.505
2005,SEP,IPP,4126.295
2006,APR,EGAT,5751.928000000001
2006,APR,IMPORTED,409.014
2006,APR,DEDP,4.281
2006,APR,SPP,1035.714
2006,APR,IPP,4426.532
2006,AUG,EGAT,5391.866999999999
2006,AUG,IMPORTED,511.427
2006,AUG,DEDP,9.123
2006,AUG,SPP,1199.597
2006,AUG,IPP,5121.172
2006,DEC,EGAT,4929.009000000001
2006,DEC,IMPORTED,390.292
2006,DEC,DEDP,1.264
2006,DEC,SPP,1138.621
2006,DEC,IPP,4644.463
2006,FEB,EGAT,5454.959999999999
2006,FEB,IMPORTED,366.694
2006,FEB,DEDP,2.058
2006,FEB,SPP,996.486
2006,FEB,IPP,3948.545
2006,JAN,EGAT,4912.287
2006,JAN,IMPORTED,377.456
2006,JAN,DEDP,1.75
2006,JAN,SPP,1161.361
2006,JAN,IPP,4303.945
2006,JUL,EGAT,5955.403
2006,JUL,IMPORTED,496.196
2006,JUL,DEDP,5.387
2006,JUL,SPP,1151.358
2006,JUL,IPP,4664.169
2006,JUN,EGAT,6348.570000000001
2006,JUN,IMPORTED,437.643
2006,JUN,DEDP,3.088
2006,JUN,SPP,1074.104
2006,JUN,IPP,4317.264
2006,MAR,EGAT,6524.468
2006,MAR,IMPORTED,449.858
2006,MAR,DEDP,3.099
2006,MAR,SPP,1175.93
2006,MAR,IPP,4566.684
2006,MAY,EGAT,6410.572
2006,MAY,IMPORTED,294.487
2006,MAY,DEDP,3.329
2006,MAY,SPP,1107.266
2006,MAY,IPP,4620.755
2006,NOV,EGAT,5225.968999999999
2006,NOV,IMPORTED,478.716
2006,NOV,DEDP,0.844
2006,NOV,SPP,1098.812
2006,NOV,IPP,5120.96
2006,OCT,EGAT,5558.973000000002
2006,OCT,IMPORTED,434.085
2006,OCT,DEDP,6.275
2006,OCT,SPP,1203.288
2006,OCT,IPP,4805.997
2006,SEP,EGAT,5364.317
2006,SEP,IMPORTED,505.986
2006,SEP,DEDP,4.292
2006,SEP,SPP,1188.414
2006,SEP,IPP,4822.165
2007,APR,EGAT,5842.803
2007,APR,IMPORTED,365.275
2007,APR,DEDP,3.722
2007,APR,SPP,1112.601
2007,APR,IPP,4890.089
2007,AUG,EGAT,5812.628
2007,AUG,IMPORTED,335.659
2007,AUG,DEDP,1.153
2007,AUG,SPP,1210.118
2007,AUG,IPP,5375.008
2007,DEC,EGAT,5278.045
2007,DEC,IMPORTED,418.368
2007,DEC,DEDP,0.977
2007,DEC,SPP,1218.905
2007,DEC,IPP,4950.603
2007,FEB,EGAT,4943.266000000001
2007,FEB,IMPORTED,278.82
2007,FEB,DEDP,1.714
2007,FEB,SPP,1119.125
2007,FEB,IPP,4560.371
2007,JAN,EGAT,4810.133
2007,JAN,IMPORTED,335.497
2007,JAN,DEDP,1.914
2007,JAN,SPP,1233.289
2007,JAN,IPP,4878.511
2007,JUL,EGAT,5604.638
2007,JUL,IMPORTED,422.916
2007,JUL,DEDP,1.152
2007,JUL,SPP,1180.703
2007,JUL,IPP,5367.563
2007,JUN,EGAT,5701.942
2007,JUN,IMPORTED,333.761
2007,JUN,DEDP,2.413
2007,JUN,SPP,1245.199
2007,JUN,IPP,5484.356
2007,MAR,EGAT,6229.13
2007,MAR,IMPORTED,386.005
2007,MAR,DEDP,3.845
2007,MAR,SPP,1259.968
2007,MAR,IPP,5383.247
2007,MAY,EGAT,5792.4400000000005
2007,MAY,IMPORTED,400.039
2007,MAY,DEDP,2.492
2007,MAY,SPP,1232.323
2007,MAY,IPP,5235.267
2007,NOV,EGAT,4992.885000000001
2007,NOV,IMPORTED,435.945
2007,NOV,DEDP,0.751
2007,NOV,SPP,1189.486
2007,NOV,IPP,4959.748
2007,OCT,EGAT,5169.47
2007,OCT,IMPORTED,502.59
2007,OCT,DEDP,0.772
2007,OCT,SPP,1236.832
2007,OCT,IPP,5569.632
2007,SEP,EGAT,5780.795000000001
2007,SEP,IMPORTED,273.483
2007,SEP,DEDP,0.796
2007,SEP,SPP,1200.901
2007,SEP,IPP,5463.815
2008,APR,EGAT,5798.381
2008,APR,IMPORTED,260.317
2008,APR,DEDP,3.555
2008,APR,SPP,1159.368
2008,APR,IPP,5370.338
2008,AUG,EGAT,5496.081000000001
2008,AUG,IMPORTED,271.387
2008,AUG,DEDP,3.127
2008,AUG,SPP,1176.01
2008,AUG,IPP,6092.152
2008,DEC,EGAT,5413.442000000001
2008,DEC,IMPORTED,138.023
2008,DEC,DEDP,1.164
2008,DEC,SPP,1127.009
2008,DEC,IPP,3859.108
2008,FEB,EGAT,4725.139999999999
2008,FEB,IMPORTED,170.173
2008,FEB,DEDP,2.148
2008,FEB,SPP,1155.928
2008,FEB,IPP,5477.564
2008,JAN,EGAT,4893.1539999999995
2008,JAN,IMPORTED,342.253
2008,JAN,DEDP,1.808
2008,JAN,SPP,1280.14
2008,JAN,IPP,5363.751
2008,JUL,EGAT,5465.6990000000005
2008,JUL,IMPORTED,275.81
2008,JUL,DEDP,3.124
2008,JUL,SPP,1156.32
2008,JUL,IPP,6169.549
2008,JUN,EGAT,5319.039
2008,JUN,IMPORTED,227.364
2008,JUN,DEDP,1.125
2008,JUN,SPP,1057.222
2008,JUN,IPP,6179.886
2008,MAR,EGAT,5555.601000000001
2008,MAR,IMPORTED,152.479
2008,MAR,DEDP,3.745
2008,MAR,SPP,1231.518
2008,MAR,IPP,6344.419
2008,MAY,EGAT,5674.133999999999
2008,MAY,IMPORTED,167.29
2008,MAY,DEDP,1.158
2008,MAY,SPP,1172.519
2008,MAY,IPP,6042.775
2008,NOV,EGAT,5137.776
2008,NOV,IMPORTED,183.027
2008,NOV,DEDP,1.266
2008,NOV,SPP,1140.683
2008,NOV,IPP,4884.892
2008,OCT,EGAT,5323.769
2008,OCT,IMPORTED,268.448
2008,OCT,DEDP,2.855
2008,OCT,SPP,1211.22
2008,OCT,IPP,5911.317
2008,SEP,EGAT,5104.119
2008,SEP,IMPORTED,327.002
2008,SEP,DEDP,3.695
2008,SEP,SPP,1168.496
2008,SEP,IPP,5770.069
2009,APR,EGAT,5950.459
2009,APR,IMPORTED,108.284
2009,APR,DEDP,3.708
2009,APR,SPP,1131.859
2009,APR,IPP,4970.9
2009,AUG,EGAT,5482.6990000000005
2009,AUG,IMPORTED,275.083
2009,AUG,DEDP,1.87
2009,AUG,SPP,1114.68
2009,AUG,IPP,6283.358
2009,DEC,EGAT,6019.012999999999
2009,DEC,IMPORTED,277.762
2009,DEC,DEDP,1.217
2009,DEC,SPP,1207.956
2009,DEC,IPP,4732.419
2009,FEB,EGAT,4858.56
2009,FEB,IMPORTED,106.098
2009,FEB,DEDP,2.074
2009,FEB,SPP,1028.562
2009,FEB,IPP,5098.891
2009,JAN,EGAT,5040.169
2009,JAN,IMPORTED,171.113
2009,JAN,DEDP,1.476
2009,JAN,SPP,1175.627
2009,JAN,IPP,4020.955
2009,JUL,EGAT,5493.836000000001
2009,JUL,IMPORTED,236.854
2009,JUL,DEDP,2.245
2009,JUL,SPP,1163.263
2009,JUL,IPP,5907.058
2009,JUN,EGAT,5484.283
2009,JUN,IMPORTED,182.692
2009,JUN,DEDP,1.49
2009,JUN,SPP,1210.228
2009,JUN,IPP,5793.663
2009,MAR,EGAT,6073.366
2009,MAR,IMPORTED,130.432
2009,MAR,DEDP,3.846
2009,MAR,SPP,1247.767
2009,MAR,IPP,5444.003
2009,MAY,EGAT,5959.045
2009,MAY,IMPORTED,147.446
2009,MAY,DEDP,2.26
2009,MAY,SPP,1149.936
2009,MAY,IPP,5523.269
2009,NOV,EGAT,5608.314
2009,NOV,IMPORTED,336.007
2009,NOV,DEDP,1.122
2009,NOV,SPP,1155.703
2009,NOV,IPP,5171.543
2009,OCT,EGAT,5820.524
2009,OCT,IMPORTED,273.762
2009,OCT,DEDP,1.689
2009,OCT,SPP,1161.962
2009,OCT,IPP,5854.993
2009,SEP,EGAT,5355.1449999999995
2009,SEP,IMPORTED,205.877
2009,SEP,DEDP,1.042
2009,SEP,SPP,1148.998
2009,SEP,IPP,6039.657
2010,APR,EGAT,6115.736
2010,APR,IMPORTED,741.429
2010,APR,DEDP,3.705
2010,APR,SPP,1170.348
2010,APR,IPP,5876.205
2010,APR,VSPP,124.324302
2010,AUG,EGAT,6268.136
2010,AUG,IMPORTED,768.501
2010,AUG,DEDP,3.03
2010,AUG,SPP,1152.602
2010,AUG,IPP,5549.607
2010,AUG,VSPP,67.056404
2010,DEC,EGAT,6475.886
2010,DEC,IMPORTED,423.471
2010,DEC,DEDP,0.757
2010,DEC,SPP,1228.464
2010,DEC,IPP,4709.848
2010,DEC,VSPP,116.659658
2010,FEB,EGAT,5654.4169999999995
2010,FEB,IMPORTED,143.127
2010,FEB,DEDP,1.722
2010,FEB,SPP,1095.524
2010,FEB,IPP,5702.456
2010,FEB,VSPP,117.107326
2010,JAN,EGAT,5579.996999999999
2010,JAN,IMPORTED,164.141
2010,JAN,DEDP,1.527
2010,JAN,SPP,1263.477
2010,JAN,IPP,5554.422
2010,JAN,VSPP,130.794354
2010,JUL,EGAT,5988.348999999999
2010,JUL,IMPORTED,801.08
2010,JUL,DEDP,2.307
2010,JUL,SPP,1050.591
2010,JUL,IPP,6372.144
2010,JUL,VSPP,78.81189
2010,JUN,EGAT,6078.115
2010,JUN,IMPORTED,789.052
2010,JUN,DEDP,1.486
2010,JUN,SPP,1090.418
2010,JUN,IPP,6275.379
2010,JUN,VSPP,89.558276
2010,MAR,EGAT,7190.1190000000015
2010,MAR,IMPORTED,568.333
2010,MAR,DEDP,3.838
2010,MAR,SPP,1267.293
2010,MAR,IPP,5466.863
2010,MAR,VSPP,136.545348
2010,MAY,EGAT,6564.354
2010,MAY,IMPORTED,791.993
2010,MAY,DEDP,1.537
2010,MAY,SPP,1153.959
2010,MAY,IPP,6360.425
2010,MAY,VSPP,114.035126
2010,NOV,EGAT,6397.092000000001
2010,NOV,IMPORTED,486.988
2010,NOV,DEDP,0.472
2010,NOV,SPP,1165.968
2010,NOV,IPP,4866.906
2010,NOV,VSPP,61.308659
2010,OCT,EGAT,6355.347000000001
2010,OCT,IMPORTED,795.422
2010,OCT,DEDP,1.105
2010,OCT,SPP,1139.271
2010,OCT,IPP,5350.088
2010,OCT,VSPP,61.986059
2010,SEP,EGAT,6076.5289999999995
2010,SEP,IMPORTED,780.247
2010,SEP,DEDP,2.153
2010,SEP,SPP,1092.894
2010,SEP,IPP,5691.644
2010,SEP,VSPP,62.32171
2011,APR,EGAT,5746.0509999999995
2011,APR,IMPORTED,1019.115
2011,APR,DEDP,3.357
2011,APR,SPP,1258.041
2011,APR,IPP,5317.576
2011,APR,VSPP,156.819494
2011,AUG,EGAT,6457.863
2011,AUG,IMPORTED,792.654
2011,AUG,DEDP,3.257
2011,AUG,SPP,1257.462
2011,AUG,IPP,5963.611
2011,AUG,VSPP,125.904892
2011,DEC,EGAT,5918.272
2011,DEC,IMPORTED,464.959
2011,DEC,SPP,1222.394
2011,DEC,IPP,4638.504
2011,DEC,VSPP,191.191019
2011,FEB,EGAT,6397.768999999999
2011,FEB,IMPORTED,638.013
2011,FEB,DEDP,1.731
2011,FEB,SPP,1104.25
2011,FEB,IPP,4416.78
2011,FEB,VSPP,145.349056
2011,JAN,EGAT,6287.291
2011,JAN,IMPORTED,412.365
2011,JAN,DEDP,1.384
2011,JAN,SPP,1312.23
2011,JAN,IPP,4590.693
2011,JAN,VSPP,157.425881
2011,JUL,EGAT,6012.47
2011,JUL,IMPORTED,1315.343
2011,JUL,DEDP,1.151
2011,JUL,SPP,1311.079
2011,JUL,IPP,5788.591
2011,JUL,VSPP,146.567141
2011,JUN,EGAT,6041.183
2011,JUN,IMPORTED,1072.215
2011,JUN,DEDP,1.077
2011,JUN,SPP,1212.035
2011,JUN,IPP,5914.475
2011,JUN,VSPP,161.52364
2011,MAR,EGAT,6341.263999999999
2011,MAR,IMPORTED,789.541
2011,MAR,DEDP,3.454
2011,MAR,SPP,1333.722
2011,MAR,IPP,5391.255
2011,MAR,VSPP,173.024251
2011,MAY,EGAT,6413.757
2011,MAY,IMPORTED,1075.411
2011,MAY,DEDP,1.154
2011,MAY,SPP,1291.477
2011,MAY,IPP,5838.578
2011,MAY,VSPP,169.844341
2011,NOV,EGAT,5713.603999999999
2011,NOV,IMPORTED,909.586
2011,NOV,SPP,1227.588
2011,NOV,IPP,4600.85
2011,NOV,VSPP,120.127571
2011,OCT,EGAT,6144.462
2011,OCT,IMPORTED,1164.634
2011,OCT,DEDP,8.562
2011,OCT,SPP,1212.447
2011,OCT,IPP,4877.191
2011,OCT,VSPP,100.765257
2011,SEP,EGAT,6498.89
2011,SEP,IMPORTED,1120.573
2011,SEP,DEDP,8.562
2011,SEP,SPP,1193.472
2011,SEP,IPP,5287.863
2011,SEP,VSPP,98.235231
2012,APR,EGAT,6901.614000000001
2012,APR,IMPORTED,1135.509
2012,APR,SPP,1221.191
2012,APR,IPP,5457.063
2012,APR,VSPP,223.359015
2012,AUG,EGAT,6482.246999999999
2012,AUG,IMPORTED,1114.621
2012,AUG,SPP,1288.728
2012,AUG,IPP,6110.548
2012,AUG,VSPP,187.083088
2012,DEC,EGAT,6756.534000000001
2012,DEC,IMPORTED,412.887
2012,DEC,SPP,1471.256
2012,DEC,IPP,5606.227
2012,DEC,VSPP,264.069117
2012,FEB,EGAT,6679.259
2012,FEB,IMPORTED,799.212
2012,FEB,SPP,1098.637
2012,FEB,IPP,5301.268
2012,FEB,VSPP,206.096232
2012,JAN,EGAT,6520.503000000001
2012,JAN,IMPORTED,484.49
2012,JAN,SPP,1227.946
2012,JAN,IPP,5083.862
2012,JAN,VSPP,196.063054
2012,JUL,EGAT,6718.834000000001
2012,JUL,IMPORTED,946.702
2012,JUL,SPP,1193.245
2012,JUL,IPP,6279.117
2012,JUL,VSPP,203.631989
2012,JUN,EGAT,6774.150000000001
2012,JUN,IMPORTED,937.377
2012,JUN,SPP,1172.139
2012,JUN,IPP,6006.804
2012,JUN,VSPP,220.187454
2012,MAR,EGAT,7257.474
2012,MAR,IMPORTED,1163.708
2012,MAR,SPP,1274.388
2012,MAR,IPP,5875.32
2012,MAR,VSPP,228.232209
2012,MAY,EGAT,7227.120000000001
2012,MAY,IMPORTED,1076.041
2012,MAY,SPP,1257.953
2012,MAY,IPP,6191.667
2012,MAY,VSPP,226.849722
2012,NOV,EGAT,6991.49
2012,NOV,IMPORTED,519.156
2012,NOV,SPP,1313.715
2012,NOV,IPP,5998.703
2012,NOV,VSPP,199.102304
2012,OCT,EGAT,6533.259
2012,OCT,IMPORTED,797.106
2012,OCT,SPP,1339.178
2012,OCT,IPP,6465.892
2012,OCT,VSPP,188.203209
2012,SEP,EGAT,6325.972
2012,SEP,IMPORTED,1140.617
2012,SEP,SPP,1275.845
2012,SEP,IPP,5766.566
2012,SEP,VSPP,167.59149
2013,APR,EGAT,6496.109
2013,APR,IMPORTED,1140.099
2013,APR,SPP,1808.831
2013,APR,IPP,5549.362
2013,APR,VSPP,330.698546
2013,AUG,EGAT,5872.707
2013,AUG,IMPORTED,1515.479
2013,AUG,SPP,2079.817
2013,AUG,IPP,5692.567
2013,AUG,VSPP,314.154866
2013,DEC,EGAT,5754.138
2013,DEC,IMPORTED,321.704
2013,DEC,SPP,2183.177
2013,DEC,IPP,4467.514
2013,DEC,VSPP,403.287047
2013,FEB,EGAT,7040.797000000001
2013,FEB,IMPORTED,555.799
2013,FEB,SPP,1359.95
2013,FEB,IPP,5251.269
2013,FEB,VSPP,296.960508
2013,JAN,EGAT,6748.626
2013,JAN,IMPORTED,362.234
2013,JAN,SPP,1518.225
2013,JAN,IPP,5338.994
2013,JAN,VSPP,306.844662
2013,JUL,EGAT,6369.536000000001
2013,JUL,IMPORTED,1297.321
2013,JUL,SPP,2011.002
2013,JUL,IPP,5378.116
2013,JUL,VSPP,307.00184628
2013,JUN,EGAT,6851.460999999999
2013,JUN,IMPORTED,1268.211
2013,JUN,SPP,1855.106
2013,JUN,IPP,5100.912
2013,JUN,VSPP,310.167919
2013,MAR,EGAT,7081.709000000001
2013,MAR,IMPORTED,818.237
2013,MAR,SPP,1805.796
2013,MAR,IPP,6348.518
2013,MAR,VSPP,341.553411
2013,MAY,EGAT,7107.069
2013,MAY,IMPORTED,1310.006
2013,MAY,SPP,1921.752
2013,MAY,IPP,6064.333
2013,MAY,VSPP,344.692826
2013,NOV,EGAT,5597.263
2013,NOV,IMPORTED,1044.408
2013,NOV,SPP,2097.527
2013,NOV,IPP,5585.947
2013,NOV,VSPP,317.077704
2013,OCT,EGAT,5647.471
2013,OCT,IMPORTED,1341.599
2013,OCT,SPP,1987.109
2013,OCT,IPP,5790.115
2013,OCT,VSPP,274.112499
2013,SEP,EGAT,5568.485
2013,SEP,IMPORTED,1596.693
2013,SEP,SPP,1974.416
2013,SEP,IPP,5520.967
2013,SEP,VSPP,260.416493
2014,APR,EGAT,6767.206999999999
2014,APR,IMPORTED,1222.559
2014,APR,SPP,2203.266
2014,APR,IPP,5224.212
2014,APR,VSPP,448.030662
2014,AUG,EGAT,6062.9529999999995
2014,AUG,IMPORTED,1270.629
2014,AUG,SPP,2063.045
2014,AUG,IPP,6079.486
2014,AUG,VSPP,386.738721
2014,DEC,EGAT,5572.488
2014,DEC,IMPORTED,493.277
2014,DEC,SPP,2159.759
2014,DEC,IPP,5677.564
2014,DEC,VSPP,482.743266
2014,FEB,EGAT,6068.084999999999
2014,FEB,IMPORTED,845.46
2014,FEB,SPP,2011.766
2014,FEB,IPP,4309.77
2014,FEB,VSPP,387.38673
2014,JAN,EGAT,6263.407999999999
2014,JAN,IMPORTED,591.194
2014,JAN,SPP,2249.511
2014,JAN,IPP,3891.954
2014,JAN,VSPP,428.248444
2014,JUL,EGAT,6871.985
2014,JUL,IMPORTED,1177.907
2014,JUL,SPP,2183.272
2014,JUL,IPP,5512.883
2014,JUL,VSPP,422.304715
2014,JUN,EGAT,6811.026000000001
2014,JUN,IMPORTED,1085.918
2014,JUN,SPP,2212.353
2014,JUN,IPP,5675.655
2014,JUN,VSPP,414.604402
2014,MAR,EGAT,7318.204
2014,MAR,IMPORTED,1302.479
2014,MAR,SPP,2230.819
2014,MAR,IPP,5227.635
2014,MAR,VSPP,454.745261
2014,MAY,EGAT,7408.837
2014,MAY,IMPORTED,1203.938
2014,MAY,SPP,2316.775
2014,MAY,IPP,5825.422
2014,MAY,VSPP,468.652385
2014,NOV,EGAT,5949.383
2014,NOV,IMPORTED,717.108
2014,NOV,SPP,2143.576
2014,NOV,IPP,6097.535
2014,NOV,VSPP,415.155606
2014,OCT,EGAT,6123.0920000000015
2014,OCT,IMPORTED,1017.368
2014,OCT,SPP,2153.377
2014,OCT,IPP,6061.199
2014,OCT,VSPP,402.145328
2014,SEP,EGAT,5793.031999999999
2014,SEP,IMPORTED,1331.876
2014,SEP,SPP,2030.067
2014,SEP,IPP,6134.742
2014,SEP,VSPP,368.081871
2015,APR,EGAT,6532.163
2015,APR,IMPORTED,1464.628
2015,APR,SPP,2361.923
2015,APR,IPP,5081.27
2015,APR,VSPP,516.771094
2015,AUG,EGAT,5892.995
2015,AUG,IMPORTED,1373.86
2015,AUG,SPP,2454.595
2015,AUG,IPP,6180.59
2015,AUG,VSPP,444.265234
2015,DEC,EGAT,5913.901999999999
2015,DEC,IMPORTED,1146.8
2015,DEC,SPP,2251.759
2015,DEC,IPP,5680.753
2015,DEC,VSPP,498.656062
2015,FEB,EGAT,5023.111000000001
2015,FEB,IMPORTED,726.002
2015,FEB,SPP,2142.618
2015,FEB,IPP,5622.84
2015,FEB,VSPP,488.962103
2015,JAN,EGAT,5648.745999999999
2015,JAN,IMPORTED,355.394
2015,JAN,SPP,2272.633
2015,JAN,IPP,5308.854
2015,JAN,VSPP,512.619283
2015,JUL,EGAT,5963.059
2015,JUL,IMPORTED,758.72
2015,JUL,SPP,2453.065
2015,JUL,IPP,7077.28
2015,JUL,VSPP,469.896072
2015,JUN,EGAT,6604.125
2015,JUN,IMPORTED,1162.287
2015,JUN,SPP,2348.548
2015,JUN,IPP,6223.867
2015,JUN,VSPP,497.637202
2015,MAR,EGAT,6589.8949999999995
2015,MAR,IMPORTED,1106.605
2015,MAR,SPP,2529.358
2015,MAR,IPP,6121.002
2015,MAR,VSPP,499.864455
2015,MAY,EGAT,7126.8200000000015
2015,MAY,IMPORTED,1621.936
2015,MAY,SPP,2547.3
2015,MAY,IPP,5912.379
2015,MAY,VSPP,502.719123
2015,NOV,EGAT,5958.674999999999
2015,NOV,IMPORTED,1395.43
2015,NOV,SPP,2226.816
2015,NOV,IPP,6009.641
2015,NOV,VSPP,429.784143
2015,OCT,EGAT,6066.619
2015,OCT,IMPORTED,1668.695
2015,OCT,SPP,2288.759
2015,OCT,IPP,5753.195
2015,OCT,VSPP,436.583156
2015,SEP,EGAT,5769.996
2015,SEP,IMPORTED,1634.129
2015,SEP,SPP,2342.051
2015,SEP,IPP,5827.869
2015,SEP,VSPP,425.09934
2016,APR,EGAT,6269.178000000001
2016,APR,IMPORTED,1394.444
2016,APR,SPP,2716.68
2016,APR,IPP,6516.106
2016,APR,VSPP,634.396279
2016,AUG,EGAT,5925.561
2016,AUG,IMPORTED,2251.957
2016,AUG,SPP,2917.034
2016,AUG,IPP,5568.482
2016,AUG,VSPP,613.640178
2016,DEC,EGAT,5877.096
2016,DEC,IMPORTED,1241.117
2016,DEC,SPP,2969.712
2016,DEC,IPP,4618.16
2016,DEC,VSPP,706.290485
2016,FEB,EGAT,5363.39
2016,FEB,IMPORTED,1096.506
2016,FEB,SPP,2421.61
2016,FEB,IPP,5153.291
2016,FEB,VSPP,619.039938
2016,JAN,EGAT,5857.619000000001
2016,JAN,IMPORTED,1147.661
2016,JAN,SPP,2494.118
2016,JAN,IPP,5278.507
2016,JAN,VSPP,578.492652
2016,JUL,EGAT,5665.215
2016,JUL,IMPORTED,2098.942
2016,JUL,SPP,2960.988
2016,JUL,IPP,5414.13
2016,JUL,VSPP,605.201589
2016,JUN,EGAT,5911.621
2016,JUN,IMPORTED,1701.863
2016,JUN,SPP,2820.411
2016,JUN,IPP,5696.07
2016,JUN,VSPP,611.923064
2016,MAR,EGAT,6665.494
2016,MAR,IMPORTED,1339.11
2016,MAR,SPP,2752.05
2016,MAR,IPP,6256.986
2016,MAR,VSPP,685.905862
2016,MAY,EGAT,6499.233
2016,MAY,IMPORTED,1910.5
2016,MAY,SPP,2795.639
2016,MAY,IPP,6695.549
