YEAR_PRD,MONTH_PRD,SECTOR,SUBSECTOR,QTY
2003,OCT,Electricity,IPP,752
2003,OCT,Electricity,SPP,411
2003,OCT,GSP,GSP,399
2003,OCT,Industry,Industry,231
2003,NOV,Electricity,EGAT,980
2003,NOV,Electricity,IPP,687
2003,NOV,Electricity,SPP,412
2003,NOV,GSP,GSP,397
2003,NOV,Industry,Industry,207
2003,DEC,Electricity,EGAT,873
2003,DEC,Electricity,IPP,582
2003,DEC,Electricity,SPP,395
2003,DEC,GSP,GSP,401
2003,DEC,Industry,Industry,233
2004,JAN,Electricity,EGAT,841
2004,JAN,Electricity,IPP,561
2004,JAN,Electricity,SPP,398
2004,JAN,GSP,GSP,383
2004,JAN,Industry,Industry,231
2004,FEB,Electricity,EGAT,936
2004,FEB,Electricity,IPP,586
2004,FEB,Electricity,SPP,415
2004,FEB,GSP,GSP,406
2004,FEB,Industry,Industry,239
2004,MAR,Electricity,EGAT,1011
2004,MAR,Electricity,IPP,752
2004,MAR,Electricity,SPP,410
2004,MAR,GSP,GSP,384
2004,MAR,Industry,Industry,246
2004,APR,Electricity,EGAT,984
2004,APR,Electricity,IPP,729
2004,APR,Electricity,SPP,408
2004,APR,GSP,GSP,397
2004,APR,Industry,Industry,236
2004,APR,NGV,NGV,2
2004,MAY,Electricity,EGAT,998
2004,MAY,Electricity,IPP,766
2004,MAY,Electricity,SPP,423
2004,MAY,GSP,GSP,365
2004,MAY,Industry,Industry,245
2004,MAY,NGV,NGV,2
2004,JUN,Electricity,EGAT,1021
2004,JUN,Electricity,IPP,731
2004,JUN,Electricity,SPP,425
2004,JUN,GSP,GSP,367
2004,JUN,Industry,Industry,253
2004,JUN,NGV,NGV,3
2004,JUL,Electricity,EGAT,997
2004,JUL,Electricity,IPP,781
2004,JUL,Electricity,SPP,429
2004,JUL,GSP,GSP,364
2004,JUL,Industry,Industry,241
2004,JUL,NGV,NGV,3
2004,AUG,Electricity,EGAT,996
2004,AUG,Electricity,IPP,768
2004,AUG,Electricity,SPP,427
2004,AUG,GSP,GSP,375
2004,AUG,Industry,Industry,253
2004,AUG,NGV,NGV,4
2004,SEP,Electricity,EGAT,1058
2004,SEP,Electricity,IPP,769
2004,SEP,Electricity,SPP,422
2004,SEP,GSP,GSP,401
2004,SEP,Industry,Industry,261
2004,SEP,NGV,NGV,5
2004,OCT,Electricity,EGAT,1068
2004,OCT,Electricity,IPP,798
2004,OCT,Electricity,SPP,431
2004,OCT,GSP,GSP,412
2004,OCT,Industry,Industry,255
2004,OCT,NGV,NGV,5
2004,NOV,Electricity,EGAT,1066
2004,NOV,Electricity,IPP,762
2004,NOV,Electricity,SPP,422
2004,NOV,GSP,GSP,399
2004,NOV,Industry,Industry,271
2004,NOV,NGV,NGV,6
2004,DEC,Electricity,EGAT,951
2004,DEC,Electricity,IPP,667
2004,DEC,Electricity,SPP,400
2004,DEC,GSP,GSP,413
2004,DEC,Industry,Industry,248
2004,DEC,NGV,NGV,5
2005,JAN,Electricity,EGAT,916
2005,JAN,Electricity,IPP,769
2005,JAN,Electricity,SPP,401
2005,JAN,GSP,GSP,484
2005,JAN,Industry,Industry,270
2005,JAN,NGV,NGV,6
2005,FEB,Electricity,EGAT,993
2005,FEB,Electricity,IPP,878
2005,FEB,Electricity,SPP,417
2005,FEB,GSP,GSP,468
2005,FEB,Industry,Industry,249
2005,FEB,NGV,NGV,6
2005,MAR,Electricity,EGAT,1064
2005,MAR,Electricity,IPP,817
2005,MAR,Electricity,SPP,430
2005,MAR,GSP,GSP,485
2005,MAR,Industry,Industry,258
2005,MAR,NGV,NGV,7
2005,APR,Electricity,EGAT,946
2005,APR,Electricity,IPP,831
2005,APR,Electricity,SPP,401
2005,APR,GSP,GSP,438
2005,APR,Industry,Industry,234
2005,APR,NGV,NGV,6
2005,MAY,Electricity,EGAT,1146
2005,MAY,Electricity,IPP,842
2005,MAY,Electricity,SPP,431
2005,MAY,GSP,GSP,422
2005,MAY,Industry,Industry,248
2005,MAY,NGV,NGV,6
2005,JUN,Electricity,EGAT,1021
2005,JUN,Electricity,IPP,843
2005,JUN,Electricity,SPP,447
2005,JUN,GSP,GSP,523
2005,JUN,Industry,Industry,248
2005,JUN,NGV,NGV,6
2005,JUL,Electricity,EGAT,1010
2005,JUL,Electricity,IPP,811
2005,JUL,Electricity,SPP,434
2005,JUL,GSP,GSP,534
2005,JUL,Industry,Industry,244
2005,JUL,NGV,NGV,6
2005,AUG,Electricity,EGAT,1049
2005,AUG,Electricity,IPP,820
2005,AUG,Electricity,SPP,437
2005,AUG,GSP,GSP,513
2005,AUG,Industry,Industry,275
2005,AUG,NGV,NGV,7
2005,SEP,Electricity,EGAT,1094
2005,SEP,Electricity,IPP,730
2005,SEP,Electricity,SPP,449
2005,SEP,GSP,GSP,495
2005,SEP,Industry,Industry,273
2005,SEP,NGV,NGV,7
2005,OCT,Electricity,EGAT,955
2005,OCT,Electricity,IPP,817
2005,OCT,Electricity,SPP,441
2005,OCT,GSP,GSP,493
2005,OCT,Industry,Industry,263
2005,OCT,NGV,NGV,7
2005,NOV,Electricity,EGAT,1015
2005,NOV,Electricity,IPP,805
2005,NOV,Electricity,SPP,435
2005,NOV,GSP,GSP,514
2005,NOV,Industry,Industry,277
2005,NOV,NGV,NGV,8
2005,DEC,Electricity,EGAT,925
2005,DEC,Electricity,IPP,668
2005,DEC,Electricity,SPP,418
2005,DEC,GSP,GSP,522
2005,DEC,Industry,Industry,257
2005,DEC,NGV,NGV,7
2006,JAN,Electricity,EGAT,851
2006,JAN,Electricity,IPP,785
2006,JAN,Electricity,SPP,413
2006,JAN,GSP,GSP,514
2006,JAN,Industry,Industry,274
2006,JAN,NGV,NGV,9
2006,FEB,Electricity,EGAT,949
2006,FEB,Electricity,IPP,819
2006,FEB,Electricity,SPP,404
2006,FEB,GSP,GSP,573
2006,FEB,Industry,Industry,275
2006,FEB,NGV,NGV,8
2006,MAR,Electricity,EGAT,1153
2006,MAR,Electricity,IPP,829
2006,MAR,Electricity,SPP,413
2006,MAR,GSP,GSP,496
2006,MAR,Industry,Industry,281
2006,MAR,NGV,NGV,9
2006,APR,Electricity,EGAT,1016
2006,APR,Electricity,IPP,786
2006,APR,Electricity,SPP,406
2006,APR,GSP,GSP,515
2006,APR,Industry,Industry,262
2006,APR,NGV,NGV,8
2006,MAY,Electricity,EGAT,1149
2006,MAY,Electricity,IPP,831
2006,MAY,Electricity,SPP,393
2006,MAY,GSP,GSP,493
2006,MAY,Industry,Industry,297
2006,MAY,NGV,NGV,10
2006,JUN,Electricity,EGAT,1116
2006,JUN,Electricity,IPP,790
2006,JUN,Electricity,SPP,436
2006,JUN,GSP,GSP,512
2006,JUN,Industry,Industry,289
2006,JUN,NGV,NGV,10
2006,JUL,Electricity,EGAT,1052
2006,JUL,Electricity,IPP,844
2006,JUL,Electricity,SPP,417
2006,JUL,GSP,GSP,508
2006,JUL,Industry,Industry,285
2006,JUL,NGV,NGV,10
2006,AUG,Electricity,EGAT,945
2006,AUG,Electricity,IPP,923
2006,AUG,Electricity,SPP,426
2006,AUG,GSP,GSP,545
2006,AUG,Industry,Industry,301
2006,AUG,NGV,NGV,13
2006,SEP,Electricity,EGAT,993
2006,SEP,Electricity,IPP,866
2006,SEP,Electricity,SPP,437
2006,SEP,GSP,GSP,549
2006,SEP,Industry,Industry,292
2006,SEP,NGV,NGV,12
2006,OCT,Electricity,EGAT,1008
2006,OCT,Electricity,IPP,811
2006,OCT,Electricity,SPP,426
2006,OCT,GSP,GSP,530
2006,OCT,Industry,Industry,307
2006,OCT,NGV,NGV,14
2006,NOV,Electricity,EGAT,1031
2006,NOV,Electricity,IPP,858
2006,NOV,Electricity,SPP,416
2006,NOV,GSP,GSP,542
2006,NOV,Industry,Industry,321
2006,NOV,NGV,NGV,14
2006,DEC,Electricity,EGAT,922
2006,DEC,Electricity,IPP,751
2006,DEC,Electricity,SPP,415
2006,DEC,GSP,GSP,549
2006,DEC,Industry,Industry,303
2006,DEC,NGV,NGV,13
2007,JAN,Electricity,EGAT,888
2007,JAN,Electricity,IPP,787
2007,JAN,Electricity,SPP,430
2007,JAN,GSP,GSP,596
2007,JAN,Industry,Industry,362
2007,JAN,NGV,NGV,14
2007,FEB,Electricity,EGAT,969
2007,FEB,Electricity,IPP,822
2007,FEB,Electricity,SPP,443
2007,FEB,GSP,GSP,485
2007,FEB,Industry,Industry,354
2007,FEB,NGV,NGV,16
2007,MAR,Electricity,EGAT,1232
2007,MAR,Electricity,IPP,818
2007,MAR,Electricity,SPP,450
2007,MAR,GSP,GSP,492
2007,MAR,Industry,Industry,327
2007,MAR,NGV,NGV,18
2007,APR,Electricity,EGAT,1137
2007,APR,Electricity,IPP,756
2007,APR,Electricity,SPP,423
2007,APR,GSP,GSP,490
2007,APR,Industry,Industry,334
2007,APR,NGV,NGV,19
2007,MAY,Electricity,EGAT,1179
2007,MAY,Electricity,IPP,818
2007,MAY,Electricity,SPP,448
2007,MAY,GSP,GSP,580
2007,MAY,Industry,Industry,348
2007,MAY,NGV,NGV,19
2007,JUN,Electricity,EGAT,1188
2007,JUN,Electricity,IPP,862
2007,JUN,Electricity,SPP,472
2007,JUN,GSP,GSP,535
2007,JUN,Industry,Industry,333
2007,JUN,NGV,NGV,21
2007,JUL,Electricity,EGAT,1069
2007,JUL,Electricity,IPP,895
2007,JUL,Electricity,SPP,450
2007,JUL,GSP,GSP,558
2007,JUL,Industry,Industry,325
2007,JUL,NGV,NGV,22
2007,AUG,Electricity,EGAT,1102
2007,AUG,Electricity,IPP,863
2007,AUG,Electricity,SPP,441
2007,AUG,GSP,GSP,630
2007,AUG,Industry,Industry,358
2007,AUG,NGV,NGV,25
2007,SEP,Electricity,EGAT,1064
2007,SEP,Electricity,IPP,880
2007,SEP,Electricity,SPP,450
2007,SEP,GSP,GSP,609
2007,SEP,Industry,Industry,338
2007,SEP,NGV,NGV,27
2007,OCT,Electricity,EGAT,982
2007,OCT,Electricity,IPP,917
2007,OCT,Electricity,SPP,451
2007,OCT,GSP,GSP,628
2007,OCT,Industry,Industry,371
2007,OCT,NGV,NGV,30
2007,NOV,Electricity,EGAT,933
2007,NOV,Electricity,IPP,912
2007,NOV,Electricity,SPP,450
2007,NOV,GSP,GSP,620
2007,NOV,Industry,Industry,367
2007,NOV,NGV,NGV,34
2007,DEC,Electricity,EGAT,897
2007,DEC,Electricity,IPP,835
2007,DEC,Electricity,SPP,428
2007,DEC,GSP,GSP,627
2007,DEC,Industry,Industry,350
2007,DEC,NGV,NGV,36
2008,JAN,Electricity,EGAT,905
2008,JAN,Electricity,IPP,878
2008,JAN,Electricity,SPP,446
2008,JAN,GSP,GSP,585
2008,JAN,Industry,Industry,365
2008,JAN,NGV,NGV,41
2008,FEB,Electricity,EGAT,917
2008,FEB,Electricity,IPP,967
2008,FEB,Electricity,SPP,452
2008,FEB,GSP,GSP,619
2008,FEB,Industry,Industry,377
2008,FEB,NGV,NGV,47
2008,MAR,Electricity,EGAT,914
2008,MAR,Electricity,IPP,1068
2008,MAR,Electricity,SPP,453
2008,MAR,GSP,GSP,594
2008,MAR,Industry,Industry,370
2008,MAR,NGV,NGV,52
2008,APR,Electricity,EGAT,1044
2008,APR,Electricity,IPP,839
2008,APR,Electricity,SPP,432
2008,APR,GSP,GSP,587
2008,APR,Industry,Industry,376
2008,APR,NGV,NGV,57
2008,MAY,Electricity,EGAT,1069
2008,MAY,Electricity,IPP,1079
2008,MAY,Electricity,SPP,444
2008,MAY,GSP,GSP,630
2008,MAY,Industry,Industry,374
2008,MAY,NGV,NGV,63
2008,JUN,Electricity,EGAT,1068
2008,JUN,Electricity,IPP,1085
2008,JUN,Electricity,SPP,437
2008,JUN,GSP,GSP,647
2008,JUN,Industry,Industry,357
2008,JUN,NGV,NGV,72
2008,JUL,Electricity,EGAT,1088
2008,JUL,Electricity,IPP,1084
2008,JUL,Electricity,SPP,452
2008,JUL,GSP,GSP,593
2008,JUL,Industry,Industry,392
2008,JUL,NGV,NGV,83
2008,AUG,Electricity,EGAT,1118
2008,AUG,Electricity,IPP,1052
2008,AUG,Electricity,SPP,450
2008,AUG,GSP,GSP,602
2008,AUG,Industry,Industry,366
2008,AUG,NGV,NGV,91
2008,SEP,Electricity,EGAT,1019
2008,SEP,Electricity,IPP,1035
2008,SEP,Electricity,SPP,456
2008,SEP,GSP,GSP,611
2008,SEP,Industry,Industry,383
2008,SEP,NGV,NGV,98
2008,OCT,Electricity,EGAT,1055
2008,OCT,Electricity,IPP,1013
2008,OCT,Electricity,SPP,449
2008,OCT,GSP,GSP,593
2008,OCT,Industry,Industry,340
2008,OCT,NGV,NGV,107
2008,NOV,Electricity,EGAT,995
2008,NOV,Electricity,IPP,874
2008,NOV,Electricity,SPP,421
2008,NOV,GSP,GSP,400
2008,NOV,Industry,Industry,317
2008,NOV,NGV,NGV,108
2008,DEC,Electricity,EGAT,978
2008,DEC,Electricity,IPP,638
2008,DEC,Electricity,SPP,398
2008,DEC,GSP,GSP,531
2008,DEC,Industry,Industry,315
2008,DEC,NGV,NGV,108
2009,JAN,Electricity,EGAT,913
2009,JAN,Electricity,IPP,529
2009,JAN,Electricity,SPP,412
2009,JAN,GSP,GSP,568
2009,JAN,Industry,Industry,341
2009,JAN,NGV,NGV,117
2009,FEB,Electricity,EGAT,1050
2009,FEB,Electricity,IPP,856
2009,FEB,Electricity,SPP,419
2009,FEB,GSP,GSP,599
2009,FEB,Industry,Industry,357
2009,FEB,NGV,NGV,133
2009,MAR,Electricity,EGAT,1197
2009,MAR,Electricity,IPP,850
2009,MAR,Electricity,SPP,426
2009,MAR,GSP,GSP,593
2009,MAR,Industry,Industry,374
2009,MAR,NGV,NGV,138
2009,APR,Electricity,EGAT,1149
2009,APR,Electricity,IPP,810
2009,APR,Electricity,SPP,404
2009,APR,GSP,GSP,597
2009,APR,Industry,Industry,363
2009,APR,NGV,NGV,126
2009,MAY,Electricity,EGAT,1193
2009,MAY,Electricity,IPP,883
2009,MAY,Electricity,SPP,435
2009,MAY,GSP,GSP,618
2009,MAY,Industry,Industry,373
2009,MAY,NGV,NGV,133
2009,JUN,Electricity,EGAT,1092
2009,JUN,Electricity,IPP,1027
2009,JUN,Electricity,SPP,447
2009,JUN,GSP,GSP,625
2009,JUN,Industry,Industry,403
2009,JUN,NGV,NGV,142
2009,JUL,Electricity,EGAT,1054
2009,JUL,Electricity,IPP,992
2009,JUL,Electricity,SPP,415
2009,JUL,GSP,GSP,622
2009,JUL,Industry,Industry,372
2009,JUL,NGV,NGV,143
2009,AUG,Electricity,EGAT,1056
2009,AUG,Electricity,IPP,1036
2009,AUG,Electricity,SPP,438
2009,AUG,GSP,GSP,587
2009,AUG,Industry,Industry,376
2009,AUG,NGV,NGV,150
2009,SEP,Electricity,EGAT,1100
2009,SEP,Electricity,IPP,1073
2009,SEP,Electricity,SPP,444
2009,SEP,GSP,GSP,605
2009,SEP,Industry,Industry,420
2009,SEP,NGV,NGV,151
2009,OCT,Electricity,EGAT,1109
2009,OCT,Electricity,IPP,1053
2009,OCT,Electricity,SPP,438
2009,OCT,GSP,GSP,574
2009,OCT,Industry,Industry,434
2009,OCT,NGV,NGV,154
2009,NOV,Electricity,EGAT,1163
2009,NOV,Electricity,IPP,949
2009,NOV,Electricity,SPP,442
2009,NOV,GSP,GSP,607
2009,NOV,Industry,Industry,432
2009,NOV,NGV,NGV,159
2009,DEC,Electricity,EGAT,1137
2009,DEC,Electricity,IPP,804
2009,DEC,Electricity,SPP,428
2009,DEC,GSP,GSP,592
2009,DEC,Industry,Industry,397
2009,DEC,NGV,NGV,167
2010,JAN,Electricity,EGAT,1043
2010,JAN,Electricity,IPP,919
2010,JAN,Electricity,SPP,434
2010,JAN,GSP,GSP,597
2010,JAN,Industry,Industry,428
2010,JAN,NGV,NGV,154
2010,FEB,Electricity,EGAT,1196
2010,FEB,Electricity,IPP,1087
2010,FEB,Electricity,SPP,435
2010,FEB,GSP,GSP,520
2010,FEB,Industry,Industry,473
2010,FEB,NGV,NGV,171
2010,MAR,Electricity,EGAT,1491
2010,MAR,Electricity,IPP,761
2010,MAR,Electricity,SPP,434
2010,MAR,GSP,GSP,573
2010,MAR,Industry,Industry,499
2010,MAR,NGV,NGV,176
2010,APR,Electricity,EGAT,1264
2010,APR,Electricity,IPP,1027
2010,APR,Electricity,SPP,444
2010,APR,GSP,GSP,563
2010,APR,Industry,Industry,450
2010,APR,NGV,NGV,165
2010,MAY,Electricity,EGAT,1377
2010,MAY,Electricity,IPP,1070
2010,MAY,Electricity,SPP,445
2010,MAY,GSP,GSP,552
2010,MAY,Industry,Industry,464
2010,MAY,NGV,NGV,167
2010,JUN,Electricity,EGAT,1459
2010,JUN,Electricity,IPP,1053
2010,JUN,Electricity,SPP,434
2010,JUN,GSP,GSP,552
2010,JUN,Industry,Industry,488
2010,JUN,NGV,NGV,181
2010,JUL,Electricity,EGAT,1356
2010,JUL,Electricity,IPP,996
2010,JUL,Electricity,SPP,416
2010,JUL,GSP,GSP,673
2010,JUL,Industry,Industry,472
2010,JUL,NGV,NGV,179
2010,AUG,Electricity,EGAT,1374
2010,AUG,Electricity,IPP,902
2010,AUG,Electricity,SPP,437
2010,AUG,GSP,GSP,745
2010,AUG,Industry,Industry,492
2010,AUG,NGV,NGV,181
2010,SEP,Electricity,EGAT,1403
2010,SEP,Electricity,IPP,955
2010,SEP,Electricity,SPP,454
2010,SEP,GSP,GSP,749
2010,SEP,Industry,Industry,506
2010,SEP,NGV,NGV,190
2010,OCT,Electricity,EGAT,1419
2010,OCT,Electricity,IPP,893
2010,OCT,Electricity,SPP,464
2010,OCT,GSP,GSP,837
2010,OCT,Industry,Industry,472
2010,OCT,NGV,NGV,193
2010,NOV,Electricity,EGAT,1427
2010,NOV,Electricity,IPP,826
2010,NOV,Electricity,SPP,445
2010,NOV,GSP,GSP,682
2010,NOV,Industry,Industry,491
2010,NOV,NGV,NGV,204
2010,DEC,Electricity,EGAT,1331
2010,DEC,Electricity,IPP,847
2010,DEC,Electricity,SPP,434
2010,DEC,GSP,GSP,767
2010,DEC,Industry,Industry,498
2010,DEC,NGV,NGV,210
2011,JAN,Electricity,EGAT,1176
2011,JAN,Electricity,IPP,697
2011,JAN,Electricity,SPP,466
2011,JAN,GSP,GSP,859
2011,JAN,Industry,Industry,485
2011,JAN,NGV,NGV,207
2011,FEB,Electricity,EGAT,1341
2011,FEB,Electricity,IPP,752
2011,FEB,Electricity,SPP,471
2011,FEB,GSP,GSP,840
2011,FEB,Industry,Industry,501
2011,FEB,NGV,NGV,230
2011,MAR,Electricity,EGAT,1202
2011,MAR,Electricity,IPP,893
2011,MAR,Electricity,SPP,486
2011,MAR,GSP,GSP,972
2011,MAR,Industry,Industry,576
2011,MAR,NGV,NGV,231
2011,APR,Electricity,EGAT,1089
2011,APR,Electricity,IPP,911
2011,APR,Electricity,SPP,468
2011,APR,GSP,GSP,932
2011,APR,Industry,Industry,562
2011,APR,NGV,NGV,215
2011,MAY,Electricity,EGAT,1239
2011,MAY,Electricity,IPP,980
2011,MAY,Electricity,SPP,478
2011,MAY,GSP,GSP,897
2011,MAY,Industry,Industry,570
2011,MAY,NGV,NGV,238
2011,JUN,Electricity,EGAT,1171
2011,JUN,Electricity,IPP,1013
2011,JUN,Electricity,SPP,496
2011,JUN,GSP,GSP,812
2011,JUN,Industry,Industry,605
2011,JUN,NGV,NGV,246
2011,JUL,Electricity,EGAT,1087
2011,JUL,Electricity,IPP,955
2011,JUL,Electricity,SPP,472
2011,JUL,GSP,GSP,756
2011,JUL,Industry,Industry,591
2011,JUL,NGV,NGV,242
2011,AUG,Electricity,EGAT,1154
2011,AUG,Electricity,IPP,1004
2011,AUG,Electricity,SPP,475
2011,AUG,GSP,GSP,784
2011,AUG,Industry,Industry,601
2011,AUG,NGV,NGV,248
2011,SEP,Electricity,EGAT,1113
2011,SEP,Electricity,IPP,888
2011,SEP,Electricity,SPP,477
2011,SEP,GSP,GSP,975
2011,SEP,Industry,Industry,627
2011,SEP,NGV,NGV,248
2011,OCT,Electricity,EGAT,1013
2011,OCT,Electricity,IPP,782
2011,OCT,Electricity,SPP,437
2011,OCT,GSP,GSP,803
2011,OCT,Industry,Industry,581
2011,OCT,NGV,NGV,222
2011,NOV,Electricity,EGAT,1100
2011,NOV,Electricity,IPP,793
2011,NOV,Electricity,SPP,421
2011,NOV,GSP,GSP,871
2011,NOV,Industry,Industry,563
2011,NOV,NGV,NGV,197
2011,DEC,Electricity,EGAT,1099
2011,DEC,Electricity,IPP,715
2011,DEC,Electricity,SPP,402
2011,DEC,GSP,GSP,907
2011,DEC,Industry,Industry,568
2011,DEC,NGV,NGV,243
2012,JAN,Electricity,EGAT,1177
2012,JAN,Electricity,IPP,714
2012,JAN,Electricity,SPP,406
2012,JAN,GSP,GSP,924
2012,JAN,Industry,Industry,584
2012,JAN,NGV,NGV,267
2012,FEB,Electricity,EGAT,1263
2012,FEB,Electricity,IPP,873
2012,FEB,Electricity,SPP,424
2012,FEB,GSP,GSP,730
2012,FEB,Industry,Industry,626
2012,FEB,NGV,NGV,276
2012,MAR,Electricity,EGAT,1386
2012,MAR,Electricity,IPP,915
2012,MAR,Electricity,SPP,412
2012,MAR,GSP,GSP,960
2012,MAR,Industry,Industry,601
2012,MAR,NGV,NGV,279
2012,APR,Electricity,EGAT,1299
2012,APR,Electricity,IPP,729
2012,APR,Electricity,SPP,405
2012,APR,GSP,GSP,933
2012,APR,Industry,Industry,631
2012,APR,NGV,NGV,260
2012,MAY,Electricity,EGAT,1342
2012,MAY,Electricity,IPP,944
2012,MAY,Electricity,SPP,406
2012,MAY,GSP,GSP,949
2012,MAY,Industry,Industry,635
2012,MAY,NGV,NGV,278
2012,JUN,Electricity,EGAT,1386
2012,JUN,Electricity,IPP,1026
2012,JUN,Electricity,SPP,404
2012,JUN,GSP,GSP,979
2012,JUN,Industry,Industry,631
2012,JUN,NGV,NGV,280
2012,JUL,Electricity,EGAT,1466
2012,JUL,Electricity,IPP,958
2012,JUL,Electricity,SPP,398
2012,JUL,GSP,GSP,989
2012,JUL,Industry,Industry,639
2012,JUL,NGV,NGV,271
2012,AUG,Electricity,EGAT,1214
2012,AUG,Electricity,IPP,1009
2012,AUG,Electricity,SPP,410
2012,AUG,GSP,GSP,994
2012,AUG,Industry,Industry,642
2012,AUG,NGV,NGV,283
2012,SEP,Electricity,EGAT,1349
2012,SEP,Electricity,IPP,894
2012,SEP,Electricity,SPP,424
2012,SEP,GSP,GSP,942
2012,SEP,Industry,Industry,655
2012,SEP,NGV,NGV,284
2012,OCT,Electricity,EGAT,1314
2012,OCT,Electricity,IPP,1045
2012,OCT,Electricity,SPP,424
2012,OCT,GSP,GSP,1017
2012,OCT,Industry,Industry,646
2012,OCT,NGV,NGV,285
2012,NOV,Electricity,EGAT,1420
2012,NOV,Electricity,IPP,1042
2012,NOV,Electricity,SPP,458
2012,NOV,GSP,GSP,1034
2012,NOV,Industry,Industry,647
2012,NOV,NGV,NGV,292
2012,DEC,Electricity,EGAT,1339
2012,DEC,Electricity,IPP,915
2012,DEC,Electricity,SPP,456
2012,DEC,GSP,GSP,1035
2012,DEC,Industry,Industry,600
2012,DEC,NGV,NGV,278
2013,JAN,Electricity,EGAT,1231
2013,JAN,Electricity,IPP,792
2013,JAN,Electricity,SPP,481
2013,JAN,GSP,GSP,994
2013,JAN,Industry,Industry,625
2013,JAN,NGV,NGV,290
2013,FEB,Electricity,EGAT,1451
2013,FEB,Electricity,IPP,845
2013,FEB,Electricity,SPP,501
2013,FEB,GSP,GSP,923
2013,FEB,Industry,Industry,626
2013,FEB,NGV,NGV,310
2013,MAR,Electricity,EGAT,1469
2013,MAR,Electricity,IPP,958
2013,MAR,Electricity,SPP,560
2013,MAR,GSP,GSP,1041
2013,MAR,Industry,Industry,624
2013,MAR,NGV,NGV,309
2013,APR,Electricity,EGAT,1267
2013,APR,Electricity,IPP,743
2013,APR,Electricity,SPP,599
2013,APR,GSP,GSP,984
2013,APR,Industry,Industry,615
2013,APR,NGV,NGV,291
2013,MAY,Electricity,EGAT,1375
2013,MAY,Electricity,IPP,956
2013,MAY,Electricity,SPP,586
2013,MAY,GSP,GSP,940
2013,MAY,Industry,Industry,608
2013,MAY,NGV,NGV,314
2013,JUN,Electricity,EGAT,1426
2013,JUN,Electricity,IPP,851
2013,JUN,Electricity,SPP,594
2013,JUN,GSP,GSP,932
2013,JUN,Industry,Industry,601
2013,JUN,NGV,NGV,310
2013,JUL,Electricity,EGAT,1245
2013,JUL,Electricity,IPP,822
2013,JUL,Electricity,SPP,610
2013,JUL,GSP,GSP,1005
2013,JUL,Industry,Industry,675
2013,JUL,NGV,NGV,307
2013,AUG,Electricity,EGAT,1073
2013,AUG,Electricity,IPP,912
2013,AUG,Electricity,SPP,616
2013,AUG,GSP,GSP,814
2013,AUG,Industry,Industry,642
2013,AUG,NGV,NGV,317
2013,SEP,Electricity,EGAT,1075
2013,SEP,Electricity,IPP,898
2013,SEP,Electricity,SPP,647
2013,SEP,GSP,GSP,789
2013,SEP,Industry,Industry,668
2013,SEP,NGV,NGV,310
2013,OCT,Electricity,EGAT,1005
2013,OCT,Electricity,IPP,994
2013,OCT,Electricity,SPP,645
2013,OCT,GSP,GSP,911
2013,OCT,Industry,Industry,661
2013,OCT,NGV,NGV,309
2013,NOV,Electricity,EGAT,1135
2013,NOV,Electricity,IPP,973
2013,NOV,Electricity,SPP,659
2013,NOV,GSP,GSP,925
2013,NOV,Industry,Industry,640
2013,NOV,NGV,NGV,314
2013,DEC,Electricity,EGAT,1021
2013,DEC,Electricity,IPP,722
2013,DEC,Electricity,SPP,619
2013,DEC,GSP,GSP,898
2013,DEC,Industry,Industry,638
2013,DEC,NGV,NGV,303
2014,JAN,Electricity,EGAT,1158
2014,JAN,Electricity,IPP,407
2014,JAN,Electricity,SPP,663
2014,JAN,GSP,GSP,904
2014,JAN,Industry,Industry,639
2014,JAN,NGV,NGV,304
2014,FEB,Electricity,EGAT,1245
2014,FEB,Electricity,IPP,681
2014,FEB,Electricity,SPP,689
2014,FEB,GSP,GSP,940
2014,FEB,Industry,Industry,658
2014,FEB,NGV,NGV,326
2014,MAR,Electricity,EGAT,1377
2014,MAR,Electricity,IPP,748
2014,MAR,Electricity,SPP,722
2014,MAR,GSP,GSP,890
2014,MAR,Industry,Industry,601
2014,MAR,NGV,NGV,327
2014,APR,Electricity,EGAT,1288
2014,APR,Electricity,IPP,739
2014,APR,Electricity,SPP,698
2014,APR,GSP,GSP,942
2014,APR,Industry,Industry,629
2014,APR,NGV,NGV,302
2014,MAY,Electricity,EGAT,1415
2014,MAY,Electricity,IPP,868
2014,MAY,Electricity,SPP,699
2014,MAY,GSP,GSP,950
2014,MAY,Industry,Industry,627
2014,MAY,NGV,NGV,318
2014,JUN,Electricity,EGAT,1300
2014,JUN,Electricity,IPP,870
2014,JUN,Electricity,SPP,676
2014,JUN,GSP,GSP,953
2014,JUN,Industry,Industry,645
2014,JUN,NGV,NGV,317
2014,JUL,Electricity,EGAT,1259
2014,JUL,Electricity,IPP,802
2014,JUL,Electricity,SPP,655
2014,JUL,GSP,GSP,907
2014,JUL,Industry,Industry,668
2014,JUL,NGV,NGV,319
2014,AUG,Electricity,EGAT,1127
2014,AUG,Electricity,IPP,975
2014,AUG,Electricity,SPP,656
2014,AUG,GSP,GSP,976
2014,AUG,Industry,Industry,685
2014,AUG,NGV,NGV,319
2014,SEP,Electricity,EGAT,1110
2014,SEP,Electricity,IPP,1024
2014,SEP,Electricity,SPP,665
2014,SEP,GSP,GSP,954
2014,SEP,Industry,Industry,717
2014,SEP,NGV,NGV,320
2014,OCT,Electricity,EGAT,1140
