MONTH,YEAR,DS,PowerGen from Coal & Lignite,PowerGen from Diesel,NG Production-Domestic,NG Consume by Electricity,PowerGen from Fuel Oil,NG Consume by GSP,PowerGen from HydroElec,NG Production-Import,PowerGen from Imported,NG Consume by Industry,NG Consume by NGV,PowerGen from Natural Gas,PowerGen from Renewable Energy
11,2014,2014-11-30,2923.229358,3.925,4186.0,2874.0,81.99459999999998,1029.0,281.814,1211.0,717.1080000000001,662.0,318.0,10633.860871,680.82561
10,2014,2014-10-31,2880.123558,3.261,4193.0,2872.0,101.72658,1038.0,252.732,1166.0,1017.368,686.0,316.0,10842.936328,659.035523
9,2014,2014-09-30,3058.774542,2.5180000000000002,3879.0,2799.0,82.07211,954.0,220.842,1203.0,1331.876,717.0,320.0,10330.323475,631.3934039999998
4,2015,2015-04-30,2922.419259,1.517,3959.0,2677.0,138.41362,911.0,371.00800000000004,983.0,1464.628,679.0,299.0,10164.861715000001,893.9080970000001
8,2015,2015-08-31,2949.30713,2.1590000000000003,3840.0,2778.0,28.971009999999996,868.0,293.975,1287.0,1373.86,559.0,298.0,10875.327973000001,822.7033200000002
12,2015,2015-12-31,3077.4354881500008,6.303,3802.0,2653.0,96.398725,997.0,267.901,1078.0,1146.8,645.0,291.0,10034.61844375,862.4148707300002
2,2015,2015-02-28,2588.981613,3.821,3826.0,2822.0,72.81249,958.0,268.64599999999996,1316.0,726.002,674.0,319.0,9487.650887,855.6205990000002
1,2015,2015-01-31,2737.754341,2.298,3877.0,2594.0,82.58896,1007.0,298.922,1055.0,355.394,617.0,304.0,9686.728588,934.561079
7,2015,2015-07-31,3021.7805550000003,84.694,3799.0,3054.0,39.02272,850.0,333.54699999999997,1469.0,758.72,646.0,311.0,11643.353959,840.9020029999999
6,2015,2015-06-30,3029.729624,1.893,3812.0,3086.0,8.077739999999999,923.0,367.079,1262.0,1162.287,708.0,312.0,11409.887764,857.5108849999998
3,2015,2015-03-31,2624.203454,7.882999999999999,4184.0,3098.0,68.48367999999999,986.0,321.726,1312.0,1106.605,700.0,329.0,11831.411736,886.4112289999999
5,2015,2015-05-31,2724.770461,4.604,3707.0,3100.0,72.32299,874.0,484.338,1616.0,1621.9360000000001,674.0,316.0,11920.028311,883.151942
11,2015,2015-11-30,2798.52425609,2.41,3952.0,2881.0,133.86223249999998,1032.0,261.416,1260.0,1395.43,649.0,293.0,10702.43098125,726.2836026099999
10,2015,2015-10-31,3151.984377,1.699,3726.0,2718.0,30.676337,996.0,255.234,1212.0,1668.695,615.0,284.0,10368.2079,737.3540780000001
9,2015,2015-09-30,2955.220691,6.419,3717.0,2839.0,25.28353,1004.0,236.94099999999997,1291.0,1634.129,651.0,291.0,10400.48791,740.6636169999998
4,2016,2016-04-30,3252.849653,3.202,3935.0,3019.0,32.07379,949.0,280.517,1126.0,1394.444,684.0,274.0,11481.915357,1085.803266
8,2016,2016-08-31,3315.6953510000008,122.197,3641.0,2703.0,45.413478000000005,995.0,302.066,1199.0,2251.9570000000003,714.0,271.0,10223.38752,1015.958949
12,2016,2016-12-31,2998.240308000001,2.951,3663.0,2515.0,18.10005,1007.0,388.26099999999997,1071.0,1241.117,687.0,282.0,9604.429703,1159.274858
2,2016,2016-02-29,2890.90581185,2.4090000000000003,3885.0,2652.0,20.21718,916.0,251.38,1069.0,1096.506,683.0,296.0,9339.16557391,1053.25410651
1,2016,2016-01-31,2905.96478927,5.18,3961.0,2663.0,62.85818,988.0,342.964,1001.0,1147.661,633.0,282.0,9751.1521722,1140.6184699
7,2016,2016-07-31,2738.174615,5.52,3890.0,2754.0,2.661825,1004.0,337.565,1187.0,2098.942,697.0,267.0,10525.938449,1035.6743310000002
6,2016,2016-06-30,2975.103252,1.245,3561.0,2912.0,4.7159830000000005,866.0,311.577,1360.0,1701.8629999999998,700.0,278.0,10751.996485,995.389125
3,2016,2016-03-31,3322.85305108,10.485,3754.0,2964.0,43.633225,749.0,296.994,1365.0,1339.11,679.0,304.0,11539.152269,1147.31936511
5,2016,2016-05-31,3335.296081,2.237,3690.0,3087.0,52.998673,830.0,280.14599999999996,1632.0,1910.5,704.0,287.0,11907.297977,1055.034209
11,2016,2016-11-30,3073.040295,4.031000000000001,3704.0,2584.0,0.0,1041.0,292.058,1327.0,2146.719,737.0,265.0,9858.117127,966.925925
10,2016,2016-10-31,3042.885593,5.314,3751.0,2828.0,2.7998380000000003,1036.0,207.952,1243.0,1943.287,687.0,263.0,10672.076402,942.4594189999999
9,2016,2016-09-30,3256.147461,8.919,3757.0,2835.0,32.334827000000004,1000.0,251.59799999999998,1399.0,1553.249,727.0,267.0,10494.961382,939.490318
4,2017,2017-04-30,3241.829747,2.9330000000000003,3350.0,2619.0,6.586225,966.0,432.569,1459.0,2223.1820000000002,697.0,231.0,9703.00188,1271.293416
8,2017,2017-08-31,3094.214165,6.485,3596.0,2844.0,2.36864,1030.0,298.631,1316.0,2198.499,733.0,244.0,10877.687812,1222.117398
12,2017,2017-12-31,2645.128893,6.114,3577.0,2410.0,2.806632,1018.0,581.058,1076.0,1810.221,730.0,233.0,8860.057223,1495.841771
2,2017,2017-02-28,2774.827275,5.321000000000001,3603.0,2664.0,1.8217330000000003,1027.0,444.088,1327.0,1445.836,713.0,258.0,9006.218148,1237.1197730000001
1,2017,2017-01-31,2782.043568,3.9330000000000003,3778.0,2616.0,2.4813,996.0,426.542,1350.0,1162.701,679.0,243.0,9811.118934,1320.455816
7,2017,2017-07-31,3172.502063,61.971000000000004,3214.0,2586.0,48.482232,837.0,360.717,1461.0,2415.044,714.0,239.0,9747.300032,1223.963679
6,2017,2017-06-30,3254.355052,43.468999999999994,3431.0,2789.0,15.610748000000001,1026.0,342.95099999999996,1605.0,2231.133,719.0,244.0,10130.125112,1212.922257
3,2017,2017-03-31,3148.68693,8.965,3788.0,2852.0,14.958517,1005.0,467.157,1412.0,2128.955,716.0,264.0,10923.084679000001,1341.24483
5,2017,2017-05-31,3325.419244,4.736000000000001,3692.0,2800.0,1.8231700000000002,1025.0,452.526,1539.0,2174.0860000000002,748.0,246.0,10732.852897,1239.696689
11,2017,2017-11-30,2633.374603,25.623,3932.0,2790.0,13.531423,1061.0,272.805,968.0,2048.442,747.0,241.0,10145.421273,1132.316248
10,2017,2017-10-31,2905.950363,24.374000000000002,3862.0,2766.0,21.999118,1029.0,275.665,1364.0,2079.9539999999997,751.0,227.0,10401.197339,1133.873591
9,2017,2017-09-30,2754.118208,3.858,3578.0,2899.0,0.047728,927.0,332.477,1417.0,2509.371,742.0,243.0,10706.097808,1113.1724550000001
4,2018,2018-04-30,3111.886096,3.477,3381.0,2634.0,2.688475,1051.0,620.326,1459.0,2055.592,766.0,208.0,9425.509463,1489.86487
8,2018,2018-08-31,2973.389936,41.743,3374.0,2633.0,4.5070120000000005,1033.0,869.82,1535.0,2535.925,777.0,220.0,9562.586434,1535.5415050000001
12,2018,2018-12-31,2953.018046,4.209,3455.0,2421.0,2.8224650000000002,987.0,611.871,1034.0,1941.9,736.0,205.0,9222.755196,1609.929208
2,2018,2018-02-28,2822.4270739999997,6.7410000000000005,3594.0,2536.0,24.637838000000002,1010.0,646.594,1259.0,1734.961,768.0,238.0,8382.736515999999,1437.271141
1,2018,2018-01-31,3088.828318,3.522,3702.0,2427.0,3.006663,1045.0,629.927,1150.0,1862.9260000000002,749.0,225.0,8922.589161,1496.433225
7,2018,2018-07-31,3227.797035,4.735,3499.0,2680.0,8.472327,1052.0,545.967,1433.0,2220.686,771.0,215.0,9891.722103,1544.390661
6,2018,2018-06-30,3172.099949,3.32,3632.0,2848.0,2.57972,1048.0,545.727,1631.0,2149.223,771.0,226.0,10169.641728,1476.978666
3,2018,2018-03-31,3223.347626,27.997,3521.0,2816.0,2.64759,1012.0,682.0319999999999,1342.0,2228.097,749.0,238.0,10428.746631,1554.567665
5,2018,2018-05-31,3302.7017730000002,1.9,3555.0,2818.0,6.00833,1045.0,589.403,1484.0,2259.2,755.0,225.0,10359.927395,1463.452258
11,2018,2018-11-30,2428.712837,5.032,3804.0,2829.0,2.720495,1001.0,544.716,1367.0,2201.469,785.0,215.0,10332.749089,1396.363784
10,2018,2018-10-31,2849.823363,4.98,3694.0,2753.0,2.889565,973.0,503.168,1391.0,2677.597,776.0,209.0,10112.573086,1430.0735479999996
9,2018,2018-09-30,2642.391627,4.1160000000000005,3114.0,2671.0,2.446095,912.0,807.462,1531.0,2801.865,739.0,212.0,9453.639272,1365.450397
